dt,A,dA,B,dB,s,ds
1.6385714285714286,0.8605405278338106,0.18386594659445912,0.22747595428264802,0.04951339758554921,0.591996755608073,0.1703730649843734
1.6385714285714286,0.7513373336948936,0.18357320641979646,0.24344675829637105,0.05955475459023939,0.6945013991919241,0.13775364524853162
1.6385714285714286,0.9149562101312099,0.1156294373925976,0.20594478315743514,0.029741491741754174,0.5571145854622281,0.10185519933064409
1.6385714285714286,0.9259307516551691,0.12006328266519006,0.23102438481521495,0.032092842123190496,0.547634185463303,0.10841299408463928
1.6385714285714286,0.9047101412084794,0.15171286837469064,0.22429661272707693,0.040808251838882904,0.5379997587453366,0.14245872167537257
1.6385714285714286,0.8381303760316414,0.11497426012723713,0.21896707977357016,0.033278829091771794,0.6030556081670013,0.09528805049306607
1.6385714285714286,0.7756751067488818,0.117630154717991,0.24179234061965565,0.04183540229051426,0.6844782308506069,0.08380053008534925
1.6385714285714286,0.8350721514259537,0.10534281159418,0.24228517401827668,0.03280576449671465,0.6440411619950036,0.0828322004283951
1.6385714285714286,0.9255129431533311,0.14066653481200436,0.18912148031859283,0.034727349109309955,0.53155926800097,0.12413858245479564
1.6385714285714286,0.8396213494865443,0.12823893110373583,0.23221092751048297,0.038084028704793514,0.6100815780530703,0.10543985114382048
1.6385714285714286,0.9506839880474879,0.14366605213981215,0.2138835192440747,0.03571852161773263,0.5359349346118792,0.13678083330165713
1.6385714285714286,0.9028025702356939,0.19199591947009945,0.20937721354433955,0.050910259058629156,0.567732808879578,0.17065468245709312
1.6385714285714286,0.9570506970785783,0.09904163969884258,0.21897714922099334,0.025528410929327047,0.5459531821615263,0.08995379303448488
1.6385714285714286,0.8387399483306324,0.17308818662012343,0.2412836248309785,0.053784000918520807,0.6137545875215078,0.14179884668653767
1.6385714285714286,0.9033278489252736,0.13509539465084472,0.20330409113698028,0.03565200278556526,0.5585381251343446,0.11488764713253816
1.6385714285714286,0.899528841391177,0.15019530499356903,0.1876556965123782,0.03516332374929642,0.5592592227040674,0.1330373610698093
1.6385714285714286,0.9556709482799063,0.11463076680185565,0.2271354962241024,0.029687816674628848,0.5417522605712372,0.10536519567306671
1.6385714285714286,0.9560521965663479,0.10407400074645991,0.17898247953960816,0.023672822932489596,0.5224543671210805,0.09256708262422986
1.6385714285714286,0.8619549582851914,0.12028270011301805,0.19392165009877635,0.030618728930169155,0.6069857142159298,0.0951484783253965
1.6385714285714286,0.9170117348101855,0.17826120333558337,0.2213500483676945,0.045700306713588525,0.5369847821259867,0.16326337617950942
1.7200000000000002,1.034736545001354,0.1413104989558482,0.1827651504918248,0.031168128581572516,0.464658791439929,0.13675554691165365
1.7200000000000002,0.8698649378015024,0.1421867592646697,0.18587511181003646,0.03682881258361355,0.5784192074785612,0.11746878691282647
