delta_t,a_mean,a_std,b_mean,b_std,sigma_mean,sigma_std,stddiff,stdpath
0.01,0.8700422027160746,0.11860971153206032,0.9870948095664805,0.0018388033058383498,0.7048209118571614,0.005697675151402378,0.21876226890053035,0.22840564547026193
0.01,1.0961856635686769,0.17278524293040887,0.9900104670293354,0.0015850883489560072,0.707255123316963,0.005724523915797976,0.22276080755647518,0.2269787953779032
0.01,1.1202911301962135,0.19988352405002557,0.9916429021254615,0.0014736933820483945,0.7125456672870105,0.005608125720617063,0.22434162150955467,0.21887213927435642
0.01,0.6785994110973297,0.0853920137905037,0.9854627217669107,0.00200179865232676,0.7030854784181293,0.005630216894578272,0.22547104435778711,0.22096199440184305
0.01,1.157012654502733,0.1932405948933624,0.9911850399693597,0.0014511512448303772,0.7029424752141135,0.00556524388104729,0.21587706737953463,0.2222969550901103
0.01,1.432838273513723,0.27601334459901566,0.9928155920690966,0.0012940567507420703,0.6998930489874265,0.005536008992625588,0.22399413658575626,0.22193167091619592
0.01,1.0972196704699277,0.18026000749296922,0.990584243042277,0.0015539478662819175,0.703100853173271,0.005626116401458999,0.22173587542580153,0.22299722366269853
0.01,1.136292363163347,0.18503098068550367,0.9910565620425227,0.0014500799053699968,0.7031241825280999,0.005530332001518531,0.21808840920233516,0.22221143800129484
0.01,0.9659812370145877,0.1485880096473473,0.9899990076552281,0.001595993558854425,0.7066828245658351,0.005519284843660296,0.2241976567983443,0.22002240090339964
0.01,0.8933448222068432,0.1347484554422305,0.9896880345223343,0.0016085018296914469,0.7089588135527984,0.005456248275947288,0.23084142539547695,0.21787877696215274
0.05061224489795919,1.0576347303572697,0.07407432300723067,0.9542466673714283,0.0037903335487174117,0.7131726600833308,0.006813501494253474,0.33094043281829133,0.3297713153313576
0.05061224489795919,0.9486277398132562,0.06122621895620167,0.9498008057418432,0.0039052657816785927,0.7034997049051692,0.0068005714071758564,0.33006958339490616,0.32622972677007517
0.05061224489795919,1.075340747745838,0.07173020522689143,0.9527034193390482,0.003767700687884783,0.696002331128183,0.006674739147895881,0.32813241153472517,0.3294858475088499
0.05061224489795919,0.9901974516068457,0.0653766306600488,0.949806717472974,0.004092007132167964,0.708537788557814,0.006989261206145442,0.33210983482312767,0.3308028005493411
0.05061224489795919,0.9525518462739085,0.0634083250491827,0.9504474717947811,0.003924947902696501,0.7064531070661216,0.006716724591822569,0.3327672504837987,0.32619888144403475
0.05061224489795919,1.0469007221251292,0.07078501288773772,0.9526989976553084,0.0038269479254597395,0.7068108773186715,0.006915249434470334,0.32844798819354926,0.330083380730901
0.05061224489795919,0.9764243694151362,0.06265306170780474,0.9494651345447774,0.003898055570719958,0.7126139055133435,0.006990703526328695,0.3333779968165681,0.33128590828194476
0.05061224489795919,0.9414685151667457,0.060944940371623714,0.9499651598341179,0.003913380723225024,0.7075028557745556,0.006746724851913397,0.3328394414361052,0.3263049977519322
