delta_t,a_mean,a_std,b_mean,b_std,sigma_mean,sigma_std,stddiff,stdpath
0.01,0.987402427893363,0.411519224778689,0.9877278001840538,0.0036667560636466892,0.09838543924532951,0.004909119046129406,0.0757938608262011,0.07632388894858154
0.05061224489795919,1.021972542299521,0.14836615823405697,0.9449868258098735,0.007902476794264795,0.0709715147148127,0.01957612957577669,0.092025089037589,0.07043141397204175
0.09122448979591836,1.1679123744892554,0.13461627033693074,0.9194568394034381,0.009132974795004668,0.08132413937005349,0.01847907802107915,0.09595146754319153,0.08061162481452455
0.13183673469387755,0.9922709717274718,0.09351554379718388,0.8825495395741323,0.011368430262099962,0.08956727436023833,0.024275898930256716,0.09642933609952871,0.08974044633226376
0.17244897959183675,1.0238328089337656,0.07802234480539416,0.8392323597989055,0.01210414726688355,0.05505052679736139,0.01866800053819965,0.09613211671269303,0.057554089615201205
0.21306122448979592,1.010597002723372,0.06892734251526628,0.8034083616973084,0.014564903243542116,0.08923886371088272,0.03150485775424453,0.09761812862018619,0.09273632757078719
0.2536734693877551,0.9129693123818095,0.05633463553110476,0.754507282944458,0.01591023887451323,0.1003428340292542,0.03175753552938968,0.09671685765392161,0.1029827285470431
0.2942857142857143,0.8796649165813453,0.05274905882362475,0.7276429623705778,0.01993225459758453,0.14921602378408455,0.04786299032947996,0.10275748338020751,0.15013852867419433
0.3348979591836735,0.962513012868541,0.05436882302532853,0.7156806651592023,0.017541773602374616,0.14038932104959628,0.03528363952525933,0.1006934118206633,0.14013557086355588
0.37551020408163266,0.9096028670729001,0.052085489004250946,0.68177637838875,0.021119976274017842,0.18119360564648632,0.04994313111411408,0.10580806171675614,0.17895252248920457
0.41612244897959183,0.9989047813207148,0.05455692602558981,0.6743404921647684,0.019382351857888714,0.14922985856646565,0.05546375514969526,0.09716586764420103,0.1541174136288057
0.45673469387755106,1.0209417033709005,0.056365624022623705,0.6594502235174186,0.02092360264791157,0.15876945836498602,0.06350692570663694,0.10036848226434389,0.16523780052599318
0.49734693877551023,0.9335252107637956,0.047321879712301174,0.6012094844593451,0.021330881380477482,0.15365935843617984,0.05339846409141363,0.09989101579605582,0.15798370921098673
0.5379591836734694,0.9538673750146746,0.052177085454015525,0.5860313989597249,0.02402144588047854,0.22056181060846153,0.05576127464973309,0.11427488249326073,0.21615894195870247
0.5785714285714286,0.8893755939840271,0.058530381094024655,0.5868400806834397,0.030620814910547144,0.304613963244807,0.06864124704128148,0.15115925167960229,0.28404507344416574
0.6191836734693877,0.9320003133127982,0.042597915385523474,0.5365980963611499,0.020836958191641906,0.14445128295630638,0.044963273952568134,0.10044687598187743,0.1479505008914004
0.659795918367347,1.057123226082338,0.056897595888975326,0.5769584661822628,0.023612929916805386,0.23010379709524467,0.0568794365559597,0.11199153120702265,0.22570901281147263
0.7004081632653062,0.9978979704113021,0.060126563095242495,0.5088589140647383,0.028800542314032597,0.24063850421087465,0.0808768263892578,0.12141330282019348,0.24127652271276198
