rho,coupling,pearson,a1,da1,a2,da2,d,dd,da1da2,da1dd,dasdd,a1ep,a1ss,a1c,a2ep,a2ss,a2c,c,dc
0.5,2.0,0.49426938483667554,0.9728042212233672,0.02529046204343171,0.32692530059665026,0.005355098473218483,1.0159943223652708,0.013295663155202548,3.973057812440839e-7,4.3149401877026995e-6,6.2974632733573746e-6,3.9660693644390985,9696.006875728424,7106.868042839328,1.4256894804153348,3272.9784374748106,1268.190290946014,1.9764103851972377,0.09129408517012896
0.5,2.0,0.49298258771396114,0.9829530219978421,0.025599445662108165,0.3320988922419166,0.005362664357182823,1.0080721536222033,0.013266331081895894,4.049479533917831e-6,9.793555353628458e-6,7.821600355924555e-6,1.0092773311574383,9801.157992927203,7234.749814496066,1.2872455017958064,3327.872125029042,1309.406152960918,1.9605539596253967,0.08945349502545795
0.5,2.0,0.5101311260458985,1.0092825380172865,0.025654958827407606,0.3245932720424554,0.005271810504553205,1.0148202662906771,0.013292562999081308,7.300368995049725e-6,6.724662024262596e-6,6.810410241307713e-6,1.0278835347657787,10062.195901582512,7465.767127147982,1.32043565129157,3252.0122482579663,1247.416318975155,2.1101273018304525,0.09147359490952651
0.5,2.0,0.5021362032055415,1.0167124715803098,0.02774156422168717,0.33676756922659024,0.005554926134201648,1.0001842363016518,0.012616410573423357,-1.9349113465844555e-6,1.7662950912906825e-5,7.230248076841197e-6,4.774796098787965,10144.16814325181,7543.833747179995,1.804141075150982,3361.4571459418876,1381.3889140386484,2.0198699364840396,0.09677959064676504
0.5,2.0,0.504333397695069,0.9989548089317896,0.026088101936875444,0.3269378501648175,0.005370801479510778,1.0043663811406502,0.013274365097625869,-5.247257659717475e-6,9.870055904353868e-6,6.607898199953781e-6,1.4506409107689584,9955.525064190071,7404.1594108167355,1.0770103835393137,3280.465766642252,1264.4098685460706,2.056360910241158,0.09583518961092805
0.5,2.0,0.5096347454831317,1.0299195640141088,0.026469572580517246,0.3343601948443948,0.005681492237932041,1.0050722572763018,0.013033360306383785,-3.5976864028854936e-6,-6.3855425192772354e-6,8.22978691785951e-6,1.0079809596911928,10282.024335301288,7660.152904000846,2.32981171029331,3336.1528936632776,1359.5155091985266,2.0811921614068933,0.0960263893367825
0.5,2.0,0.49279555395253,0.9905071543299756,0.025906527502887182,0.33671732702782736,0.005661602520482471,0.994241441839971,0.012911380523555576,-4.0774520237413745e-6,7.238591817312634e-6,5.4155437795971715e-6,1.68065577044488,9892.391957052663,7303.286638154461,1.1118818868758638,3357.495228553885,1397.4347411274548,1.9425237162242082,0.0926132775197419
0.5,2.0,0.4868051534310583,0.9738514526100797,0.025619902683119294,0.336376361883128,0.005516057363510662,0.9908329913289443,0.013194032658926897,2.074251132338018e-6,2.7641914655275115e-5,6.224656474516685e-6,1.0365671210540188,9726.689203281969,7156.314438113977,1.0087343935643354,3356.9094521902007,1395.4405398356,1.8958835278867954,0.08914011452248854
0.5,2.0,0.4915332512084014,0.9917118405718774,0.026220128097815144,0.337494702692916,0.005427771038513266,0.9924820531479105,0.01251588198144974,-2.842393952140905e-6,6.52115056798944e-6,8.610947921822996e-6,1.0684072729865945,9893.20266970028,7335.385467226264,1.0424182052503899,3374.5912817656836,1386.608853395092,1.9392363003097366,0.0918133316949583
0.5,2.0,0.516801105468084,1.0544778722141563,0.028254331003335558,0.334650353261051,0.005353910909905454,0.999074681475231,0.013084452813094312,-8.916727329510888e-6,-9.324605637567343e-7,7.83033801872008e-6,1.0000890646252953,10511.421906391137,7926.965305527759,1.230652749907252,3348.7829731338543,1349.2697416928406,2.1518699604890967,0.10097675591477849
0.5,2.0,0.5028982519882428,0.9996370065132077,0.02674233004062237,0.3293205760428573,0.005441338211755022,0.9971870988643569,0.01289292894639143,2.2962180619578493e-6,2.0387335980884976e-5,6.365569160592335e-6,1.370432907831007,9970.506080571744,7413.777223985801,1.0046133740021508,3298.036465071657,1306.3619124840147,2.0362605590948477,0.09486072260620501
0.5,2.0,0.4878122172211169,0.9929724756037841,0.026041404099443954,0.3405317853273184,0.005717329153190808,0.9974391980358025,0.013019532196577168,-2.7919117590788023e-6,1.0440914056173485e-5,8.455011931606342e-6,1.0227008169699918,9907.778895141333,7354.447163385801,1.017476562537566,3410.438601368685,1393.6389225505618,1.9167919921176693,0.09159757911120671
