rho,coupling,pearson,a1,da1,a2,da2,d,dd,da1da2,da1dd,dasdd,a1ep,a1ss,a1c,a2ep,a2ss,a2c,c,dc
0.5,2.0,0.4965144877973745,1.1187566763361252,0.09562575685885245,0.354606333867313,0.01846792943272888,1.0486110586083108,0.04331538956322892,-3.948704102405982e-5,0.00012730652056059974,6.241824702618515e-5,1.088347504340939,1091.387645778403,836.6390108977755,1.398121738601626,356.55946387992134,131.48725669583703,2.163731189534093,0.31890707819609365
0.5,2.0,0.5150210709284204,0.9914355890464883,0.08515769981711398,0.3119679652228833,0.016065883729047856,0.9743727761878415,0.039645631043960086,4.315405412229072e-6,1.7957852304026574e-5,7.23433358717548e-5,2.018719508538738,969.8557020654622,720.221975395981,1.0996597265739263,309.52295276505384,119.12092558414652,2.1862943886483164,0.3176021354963893
0.5,2.0,0.5517351011832841,1.2458523729853672,0.1155326414586582,0.34351370150912464,0.017687636114021427,1.017082922815063,0.04110508983493618,8.202960625693587e-6,5.696598775632601e-6,6.938265338766807e-5,1.222775687344951,1215.3033422393632,955.9620528312851,1.0578195690202812,343.2743693599895,132.91457118831943,2.6362495888651147,0.3853994573208813
0.5,2.0,0.4733774529347126,1.0054729238571007,0.08613828697359631,0.35362487586547026,0.01922021378308915,0.9707819999978375,0.03950989907045528,-6.879286790459863e-6,0.00014790266725479655,6.515212635463272e-5,3.6791092194551975,979.6617941685224,726.5165030690092,1.1048544762912524,349.6494951327984,154.1045984712774,1.8517364470656006,0.2900870117352449
0.5,2.0,0.49145256420548067,0.9986124286168643,0.08289370976726528,0.3412389749852117,0.01858828793495533,1.0091957627878727,0.04098963322103118,1.7165207997095204e-5,7.30063933869003e-5,6.690547310481479e-5,3.530681101245149,976.8789211364474,713.3061584745293,1.0158038089065982,336.0454194638976,141.86446318840586,1.9348596717318467,0.2887382793173366
0.5,2.0,0.48647019709061373,0.9966486460068382,0.08432995991860341,0.3400661037560591,0.017654719100860417,1.0074192844086804,0.041398257895691425,2.7633019597341597e-5,0.00010187851959506328,7.175821461974198e-5,1.2305014927069815,978.5554362088653,718.3169425825968,3.0931766484924137,334.25863131704915,137.5019909248822,1.9384025360717096,0.28960116094165
0.5,2.0,0.5091626049105915,1.025681154980587,0.090054250901757,0.3268144730156703,0.017681637264672596,0.9607101101475556,0.03953863588451067,-1.6550490801729715e-5,0.00016140988379409704,6.248033714978156e-5,1.021441078623875,1004.2228519392307,755.4536218761003,1.0409036710482535,323.586690253292,132.87806524361963,2.147682929733232,0.326309952580731
0.5,2.0,0.47576269251420417,1.0057289711479387,0.08787590315771461,0.3525104681533586,0.018903220692838864,0.9934872917937405,0.0410356236378056,-1.69910213320707e-5,0.00022587957680421356,8.044004017997458e-5,1.2292221185763066,985.4623881836634,733.1367664522855,1.054559756054941,350.2797093796717,146.5324408153301,1.8613382334759903,0.2946590394040922
0.5,2.0,0.4674693711113743,0.9540356594488745,0.07742169306328997,0.336507062849627,0.01794182997797358,1.0492673506119112,0.04392573804415454,1.547405824140387e-5,1.8500016124237253e-5,8.326213684132811e-5,3.2968280745462595,932.143666763459,670.7078370095903,1.7228714252804358,334.68029096097536,125.4524547008288,1.8429776181114648,0.27417756552111333
0.5,2.0,0.5289718809893708,1.1713895431865249,0.11272159470160975,0.35003648176568836,0.01846876519177324,1.015481447117954,0.042448992284575576,-3.90666058201704e-5,3.084587621657391e-5,8.10764084681195e-5,7.8550232401600875,1125.6871603277896,864.6368105026371,1.3073051905554824,349.11713624062423,139.0857888342927,2.356006880423436,0.37043745042292947
0.5,2.0,0.5063670990454108,1.0084998844533366,0.08675540830434625,0.324821450073278,0.016523147966167266,1.004804991146501,0.04094664278411708,1.0053098204025607e-5,8.179728281857428e-5,4.026395312163684e-5,1.222936480802879,985.9448827132215,731.480490823621,1.6978383900537457,322.2068633255889,123.29807220800032,2.112700016047422,0.3100966334713816
0.5,2.0,0.5155317670209301,1.1095638337682854,0.10237508314382196,0.353147170505052,0.01940999741763621,0.9777331656140571,0.03866669813861301,-5.048464321811696e-5,-6.602000513244393e-5,6.531460602699251e-5,1.0251162753528487,1087.5874200830244,825.5534593887081,1.8594375127834308,346.4864003579334,154.92444503186465,2.151728554243038,0.3412946131075629
0.5,2.0,0.48451997858628276,1.0108441953962055,0.08411095238960971,0.3441419005982473,0.019080464263004214,1.0569149490231644,0.04378590361970453,2.10342736328887e-5,5.090426800368102e-5,8.214336491670742e-5,1.4403437643738506,988.5758531726619,723.3250869935146,1.5829609201650159,341.8931365179925,131.0271867957603,1.9460554764225666,0.29261956724672816
0.5,2.0,0.5725791659822357,1.1551745992780325,0.10328400157796591,0.3106302117996368,0.01588322939009656,1.026623468244244,0.04183711302831274,8.722304264070184e-5,0.00014904965522718864,4.422064307942402e-5,1.1106164273590173,1131.3639162646236,863.403449823481,1.1342181467091295,307.77591274147073,113.36415960827716,2.7274945585165287,0.3733882338477332
0.5,2.0,0.46694436325509514,1.0090461228848073,0.08631866569739682,0.35902083380287636,0.019751229275051817,1.0416766709228606,0.04229511858463523,2.378940737955034e-5,6.281620305134688e-5,0.00010325395153384608,1.0487598034567254,987.7001187571099,731.7906115859746,3.4581027960402317,355.61510525324843,138.7600678844435,1.8188128813205149,0.28488081587653646
0.5,2.0,0.4659175780886015,1.0203126063491532,0.08653686954573553,0.35867580746661293,0.018751469832934662,1.0772990824935513,0.04592392838787382,-2.4924095343128104e-5,0.0001379967143290029,8.138382439171292e-5,6.9996807390823115,986.3648337560982,714.4595275238596,1.001032501536891,356.85182846438425,141.06139320670127,1.852562772556771,0.2854696795354052
0.5,2.0,0.5006312361247602,1.030170065057714,0.09007684924790214,0.33907259483216273,0.018521874553629424,0.968917594938634,0.03957045341510981,8.155042921663137e-5,2.4296033107105198e-5,7.585937402477482e-5,6.087707261675335,999.933284977797,743.7178070768143,1.0438626063600784,333.6543101475286,146.28175420185866,2.046497479401609,0.307265922064981
0.5,2.0,0.5042210751514448,1.0052373919563489,0.08222770826940058,0.3359157402183639,0.01758941002496874,1.0766325349688077,0.04487208893520353,-2.3564658245089104e-6,4.0448335964210136e-5,9.472955248676305e-5,1.02692088316902,993.255768585208,700.2256095021321,1.0227796247420022,326.4431104416989,139.3036421252571,2.0007186474515013,0.2914327112793568
0.5,2.0,0.4716019365090489,0.9771472033335677,0.08091084787855991,0.3417321608695967,0.018219289868306048,1.0163204703769664,0.04197807962737461,1.7716917054768947e-5,0.00012123341876409574,5.479196953177833e-5,1.0178087345314768,962.1519684213705,695.6531506180559,3.148080049407214,333.73969797125585,139.55598664339897,1.867291710925968,0.2805495640015046
0.5,2.0,0.5517254552003138,1.0787490709099283,0.09162355787064481,0.3115054799808986,0.016089980851441088,1.0290077371952973,0.04256838335327525,7.760415783824608e-6,0.00012900789244225055,6.16322160276145e-5,2.174005395880398,1059.5038790023498,781.6287251244754,1.3878040267495364,304.87762325892794,120.62825686214887,2.4721420621596746,0.34463694419155255
0.5,2.0,0.49148522332229194,1.0696057132349084,0.09157554904826795,0.35724585127090835,0.018879381798851725,1.047349962998369,0.04322926105182019,1.6549922427334413e-5,9.501780516453266e-5,7.799515782108076e-5,2.9340966122337635,1045.1025937075308,771.9864515675258,1.0123560287894093,352.5819068487813,147.5851820654793,2.0021956828585066,0.3005196366626821
0.5,2.0,0.5093891833672112,1.0130490627055149,0.08978025791928085,0.3197270480406772,0.0173093020145338,0.9576819197062673,0.039491846851599996,2.6499334078330102e-5,0.00017281298402934957,5.0021310475176026e-5,1.807797659893739,988.130325483587,744.8159790531286,2.329177621880779,316.37746842250624,124.33699145351379,2.177429006800586,0.3271189125086648
0.5,2.0,0.5113909518022983,1.045417188523001,0.09135840409921431,0.32966660154935995,0.017066364359345942,0.9964355676087061,0.04152339069130288,-6.152063057891403e-6,-2.680778372246115e-5,0.00010108265944826416,1.9910200272747518,1020.2782252800307,764.6885556811711,1.021161980274187,327.3855869952557,129.27833052984363,2.179661423666322,0.3230154617085124
0.5,2.0,0.5098237918856837,1.074563916545725,0.0961194654335904,0.3551730777080139,0.01949023915563814,0.9770310365022585,0.0407153161161836,5.341282095338897e-5,0.00015260949000144,9.331802268853554e-5,1.2704180550693172,1056.269664160609,786.4125925470019,1.0874947050040453,346.8438198162018,163.43048915521555,2.0341304844180814,0.3146349850223834
0.5,2.0,0.4988675048106264,0.9799871533860428,0.0802490850655436,0.3246326207233071,0.016575633490763273,1.0367605792752137,0.042747722683625006,3.8135779059596084e-5,1.7531522182519124e-5,8.533654618604138e-5,3.3994501455619743,957.1774525838042,692.588635747172,1.0342668049978898,321.9475003076913,121.93780638916122,2.0262231318438,0.2876319921820066
0.5,2.0,0.4718944234635203,1.01617257903486,0.08889023535077167,0.3475181743309606,0.018718982632645098,0.9657957189294469,0.039076198923569706,5.492795653009908e-5,1.9890921953111657e-5,5.8715481057566106e-5,3.5111878601516002,986.3224645630889,742.9985268168828,1.078756289290411,345.9278359943936,144.4940612577515,1.9320522131509772,0.29744961046204876
0.5,2.0,0.4610910537247042,0.9343316984721743,0.07752843442172493,0.33606117081376385,0.017935203110326568,0.9804256577320282,0.0405831035363351,-2.600801917045106e-5,5.370253860254429e-5,3.217737391672831e-5,1.0088108842848031,911.8777729346905,674.1538121088021,1.0734608855999355,336.5198519043475,129.45294518073703,1.7883691560022257,0.2782527241026665
0.5,2.0,0.5122353794699037,1.0236570652078525,0.08761045047819999,0.3317923954698497,0.017688386581639456,1.0487851935408734,0.04299752090862126,5.6779050721431497e-5,0.00013027999476014968,8.250128424255708e-5,1.080109703927897,1007.3380002825314,728.2573022850179,1.7611098289064335,324.70185827327447,132.28471102461913,2.093430362814063,0.30622383081270627
0.5,2.0,0.473732792380271,0.9143332560634212,0.07243089485080176,0.32579235876857016,0.016992216256760267,1.0555107361199279,0.045499562295951604,2.1252094536673045e-5,9.454197343991438e-5,9.493173482319581e-5,1.024314454672967,901.1063494293138,630.7099941753454,1.0454584077099187,320.96222153485894,124.7697602480387,1.8138688884819267,0.26447817202257906
0.5,2.0,0.5196425339575429,1.180867197137239,0.10927723170205156,0.36768736280430625,0.020643529355393736,0.978786960602461,0.03900179412487485,-1.6285390723201268e-5,0.0001780465779432016,5.776630634819268e-5,1.349092267255216,1153.6929435209006,896.4322747071584,1.697239321062711,363.22229861145485,162.06482070066338,2.221788022856513,0.35004044543281393
0.5,2.0,0.4918184059932116,1.005863452047567,0.08872978789094611,0.3388343874345955,0.018636373366570938,0.9208730736551182,0.03789151620559683,1.7517355464644318e-6,0.0001619971010382946,4.881860354456126e-5,1.2532870434985166,984.8515731160313,745.0058627845694,1.5530950946606616,334.3324169108676,147.69484229989152,1.9774769582451603,0.30909865887510424
0.5,2.0,0.48133228960547403,0.9859512033947572,0.08287972428226245,0.34187946929215535,0.017535033046491923,1.0486704654066508,0.043209404210334465,6.911811231109222e-6,1.8798691190128555e-5,5.8436101035483624e-5,1.9730599687579058,967.7379158050434,696.492769110555,1.02385025289981,337.31964397548825,137.06853372263632,1.891430609575358,0.28404738521686873
0.5,2.0,0.42271668546635205,0.9149563430816986,0.07787754196384719,0.3720663766866593,0.020765570041059105,0.9586631068963306,0.039310919467172176,-2.1919661546013702e-7,8.986641270206184e-5,7.455482179120336e-5,1.4660398970188506,898.755576921348,645.7952702619369,1.1164170936083901,365.27149828729534,174.6288907740114,1.4667268882927986,0.2511894508301304
0.5,2.0,0.4345417112122765,0.891252189935592,0.0703493476027257,0.34473090018915753,0.01840222897350867,1.0948422782604283,0.04699491317902595,7.30524926982777e-6,-4.146876413518682e-5,8.908948934268702e-5,4.066194159686718,872.5241371493703,593.0668460200484,1.1499613014463255,339.1403371287746,134.77323253076344,1.5926002715156096,0.24633550422655495
0.5,2.0,0.48976361300620697,0.9973802782622203,0.08532394276708904,0.34198758051974254,0.018229284962638752,0.9749073002922739,0.03979582744275315,2.7110359404751805e-5,-2.277992605975049e-5,6.706966791061584e-5,1.000003132166591,981.8753715148151,721.4830581126005,1.509924742849726,334.73316928383,147.97836641265678,1.9243976428675724,0.29152128847579645
0.5,2.0,0.5296490203930597,1.164800313602874,0.10486509342834287,0.36080985591270925,0.019536215231334846,1.0212760063273554,0.04081232807018259,5.8533030348298795e-5,9.42353649232435e-5,6.0407847300989116e-5,2.298049802409321,1141.015269156655,863.0036683446679,1.4360649139259576,353.9600402944758,158.58752914005885,2.2372451564722113,0.33522733060311993
0.5,2.0,0.4598442921406184,0.9146828798257328,0.07607226618614271,0.3353660441993171,0.017978483755106054,0.9637756882724472,0.03978723991681821,2.312773791420941e-5,0.00011866579840125332,7.190216949067356e-5,1.0083093196266215,899.932360023477,648.8621952658351,1.2292483859104903,330.1746816399605,142.75807280042932,1.7350063389374923,0.26837138637882196
0.5,2.0,0.5552061348080761,1.1637427728570482,0.11121383641059669,0.3309827736834436,0.01789317125719305,0.9294187118642183,0.0386375202307244,-4.026891985420715e-5,0.0001661093185967272,5.328174003456223e-5,1.00333921320222,1135.1573300757732,883.4448243694452,1.2480139823752974,325.1807607087775,144.5931313387938,2.526637576254847,0.3912804950658381
0.5,2.0,0.45377725676905467,0.8737767911513202,0.06914242283001039,0.3189154557991677,0.016742391904949836,1.0595080808251784,0.04606713044881248,3.5078377458207606e-5,0.00015033147956152693,0.00012716224673412697,1.1913639809887373,852.805035827216,600.8730848060786,1.3295858115808867,319.81878763565925,107.97368221742168,1.7470033345549798,0.2570341094405884
0.5,2.0,0.5635389739643465,1.1487783028450957,0.10272066024020396,0.3153897667958397,0.016114355647917356,1.0083645222147457,0.0411074713311683,-4.430622337066391e-6,7.312574759497588e-5,5.726547838079506e-5,1.552997977826894,1122.0930487976302,862.9084819058716,1.5393233581050385,313.5327747642259,116.11716529246641,2.6518868072851722,0.375520859649436
0.5,2.0,0.4953613952681922,1.0226496167308536,0.08960860620978525,0.34200450748997696,0.01858296011258336,0.9247888617489292,0.036318697976131076,-2.38479180792732e-5,5.5352724577783916e-5,5.602323106638225e-5,1.2284841474948114,1003.1192625203811,751.4903041157439,1.1127825732268575,334.645014455201,156.78527834767502,1.99913249218984,0.3108512491207452
0.5,2.0,0.49774466268393514,1.0641180248456321,0.09294824463180122,0.34936825651887554,0.01844161309518156,0.9832137517917845,0.03945186638763623,1.2000671283503546e-5,0.00017770214103094326,6.67227756208643e-5,2.051177102726254,1036.986083360962,784.5995207751301,1.4190251530724356,347.01265532300454,145.0031627282578,2.0541800547806104,0.31082425261751595
0.5,2.0,0.4667269776916794,0.9735191439764406,0.08211933080618375,0.3457961238584065,0.018209873121504315,1.0382912024485753,0.04377061235374012,6.231343652855068e-6,8.386723690442784e-5,7.083449592952963e-5,2.1025934750338333,947.6692467230378,694.1529756055521,1.2741447992616224,346.113420453376,129.77630363561823,1.8230268639050728,0.28026651630274696
0.5,2.0,0.49487454673281184,1.0533212443043156,0.08647463886349929,0.3564729041214258,0.018341469047551906,1.0797995355292338,0.04419472213510812,1.3684121070098398e-5,-1.3526677120859998e-5,7.376138341812958e-5,2.0217686792079523,1037.4350395588197,750.5572605146881,1.108386406753589,349.7714471924853,148.2900599225117,1.9624548112120692,0.2851997849726436
0.5,2.0,0.513389808716305,1.0358442414110454,0.09073191993263588,0.3245049361623165,0.01712195094725766,1.0183984869935494,0.042022300673096404,1.903658555368903e-5,0.00021903874768528856,7.481473446152437e-5,1.1428601079310072,1010.7866871662536,754.2745503031578,1.0012881513533203,323.36079980731773,120.98557194257128,2.2007018494765815,0.3247557031839106
0.5,2.0,0.42592642275802206,0.8974505604662576,0.07095022819595817,0.3593309322227118,0.019319549901602326,1.0366607225722109,0.04236143709928526,-2.4464810510352442e-5,9.894443930970689e-5,9.266459481731222e-5,2.269410356508243,882.2448668675382,613.3973943397576,1.0156107184329397,353.29950205688374,154.5686440842232,1.5049081759488907,0.24114882067531465
0.5,2.0,0.5473090220664646,1.1697718778596722,0.10947937219400877,0.3374592500038348,0.01779828752946165,1.0317443482700406,0.04158540937633344,-8.396800261642274e-6,9.247234282700709e-5,6.410692582032573e-5,1.1162755613806785,1144.7751968171622,874.9726868255455,1.1283203488352098,334.56045686985726,133.04374937459465,2.4760476910300486,0.3733661003162738
0.5,2.0,0.5023283714937404,1.0423918570946813,0.09305340686608893,0.33704277824019174,0.01837193538327078,1.0188181253624045,0.042846343043040136,1.596783238010886e-5,0.00010130434895423689,3.6929208545703206e-5,1.1039061909163324,1023.7750314187924,757.2920121709094,1.0374116144246608,332.11374406359556,136.7197184957378,2.1017170440778923,0.3220701236522919
0.5,2.0,0.4646526263993427,0.8935516689362816,0.07241887485929169,0.332646227386545,0.01797538110057375,0.9538839906039321,0.04047986775896369,-2.3561904102955736e-6,5.005947385322025e-5,6.744530403067725e-5,4.463693376291509,875.1023650276866,620.2197594879976,1.0003095040292032,324.40356400160965,147.85803739997178,1.6939866898300275,0.26221998707016275
0.5,2.0,0.4557538565881595,0.9349043463674779,0.07886312567606704,0.34689411940139225,0.01878469213510321,1.0072728549089323,0.04172697669490894,1.566888450587061e-5,0.0002745466942506011,8.113753275694509e-5,3.408332538697041,910.9195183923194,650.771313282672,2.012252757628726,341.26486716418157,145.02654349799616,1.7028035984373404,0.26954843053953487
0.5,2.0,0.47318839621333814,0.9570940452880108,0.07937564703600254,0.33579164123783506,0.01704180460279063,1.0394871336292153,0.04322021374091433,5.008143184143284e-5,-4.807728529026377e-6,3.635949114438314e-5,1.4934134047953669,935.3324920370528,675.7474822228668,1.5354017870011964,333.63959379497913,127.4888879462369,1.8571322332453264,0.27290291327879157
0.5,2.0,0.4662854720882975,1.010089997006097,0.08876756942535635,0.3614372667890464,0.0201996648548367,0.9872548666071005,0.04042135027069107,1.8294200236251057e-5,0.0001598853870848741,8.448468393182232e-5,2.096044062273375,986.2844917409697,735.1565226106694,1.5026953159850192,358.436261231735,153.0977593496032,1.8031818901396515,0.29064976868755543
0.5,2.0,0.47174911260471153,0.953318511143924,0.07950667339980375,0.332032050957496,0.017840337295428537,0.9857923370588315,0.04076538319202753,2.190460465427228e-5,0.00016482370355791202,9.706421758006112e-5,1.0424493805820667,935.5270735074885,682.0808675583844,1.3863984587616018,327.7032115536702,133.90531091300326,1.879177012747376,0.2835577590717075
0.5,2.0,0.5049283382972534,1.0133288648578789,0.08717993901207718,0.32784697793733886,0.017431388575859075,1.0092548713840337,0.04140212268924888,2.866122631924719e-5,-5.191073510012951e-5,8.30235510544045e-5,1.0375896205360438,994.3781189732326,734.6137904070378,2.0600805894473293,323.48029440712776,127.02159392324171,2.099269374628995,0.31088022654910996
0.5,2.0,0.5567028599469552,1.1514686688532745,0.10873233807244043,0.32124240804952264,0.01639858576007778,0.9974442050428445,0.040047313603549156,-3.609893041849409e-5,0.0001617031386827609,5.2112052904962995e-5,8.14050402999171,1110.5513786576482,844.9702224011978,1.163203324266886,317.14041108139645,127.12924016879533,2.594058361337683,0.38845039050044317
