dt,A,dA,B,dB,s,ds
1.2314285714285715,0.9284926149090297,0.11757879019611812,0.33788258425337625,0.043213406762931596,0.5660851873714313,0.10271967257759047
1.2314285714285715,1.078950705302188,0.08635191566050314,0.2802558572325605,0.025057957669612083,0.3951693325314128,0.10091458004522895
1.2314285714285715,0.8626583850158579,0.07637913882056183,0.3657412753473624,0.032136257673454315,0.6324444430806715,0.059962081491190755
1.2314285714285715,1.0005762586951652,0.10148718743114764,0.29440980564014874,0.03125284690569272,0.505295672031982,0.10178945005025085
1.2314285714285715,1.028459220802681,0.09927822808720885,0.283181660866391,0.02929311945960956,0.47172455241939765,0.10382135241512486
1.2314285714285715,1.004521986505818,0.07548111240703342,0.28996651925389383,0.023218298532719794,0.47702836159068185,0.07790170951253453
1.2314285714285715,0.979980915719438,0.12403056098631385,0.3116130813937405,0.04209848811764667,0.5126363191053245,0.11765655960275542
1.2314285714285715,1.031577033734628,0.09295677805653864,0.279360295618877,0.02760124070155681,0.4471263621626172,0.10135018635369249
1.2314285714285715,0.9872411485956261,0.10136490886333632,0.29181783177554915,0.0319927518523247,0.5000712110351314,0.0997377128418727
1.2314285714285715,1.0800608487553574,0.07701983585306836,0.2825027491650612,0.022182691496524423,0.4094384141944195,0.09243620932393906
1.2314285714285715,0.9747420791864845,0.08511990672234852,0.2840627242665416,0.02577270627666622,0.49056028910735516,0.08822103403833653
1.2314285714285715,1.0758222254425631,0.08620169570667856,0.2771657485937928,0.025362959511475953,0.39661146248637635,0.0999559841204018
1.2314285714285715,1.0369903837080494,0.06490437593667976,0.26064908639481676,0.019342252733899595,0.4240534500119279,0.07097810959532734
1.2314285714285715,1.01625363111643,0.10053748812647093,0.285195539307829,0.029601677150816803,0.4478981675712039,0.11409658409012396
1.2314285714285715,0.9890131735987809,0.08804356201656525,0.3178633260248911,0.030123984884186775,0.504103502385522,0.0843494230378477
1.2314285714285715,0.9590885834981006,0.09557052841616595,0.2984596945059609,0.03183242140670864,0.5215425868372979,0.08946136625199841
1.2314285714285715,0.8789885617697242,0.0883943854564072,0.3341837595038203,0.03352634397321053,0.6004970021379681,0.07384102010325945
1.2314285714285715,0.963521203952346,0.12244104731413202,0.27700073400979447,0.03951078270230703,0.5103782884144835,0.11711561403237333
1.2314285714285715,0.8796959663077064,0.1521660168855976,0.31409010617692884,0.05204297898280884,0.5832919682973072,0.13819168122954859
1.2314285714285715,1.1024931811124998,0.0855212206007735,0.26021401911279574,0.023130043483568744,0.3677178314447932,0.10591657870755508
1.312857142857143,1.0351462652381296,0.08965615362547087,0.24929113685262344,0.025094781305237922,0.4392523945153721,0.09400120399488554
1.312857142857143,1.0111583973012335,0.10827894019196112,0.2612048849525268,0.02969538540169197,0.49578360065419713,0.11014363671934206
1.312857142857143,1.0574609890588778,0.0738206535362864,0.2578570411843926,0.021610354463918943,0.4422508054356097,0.07511634192544232
1.312857142857143,1.0129336831216909,0.13087377930535757,0.2845823697223051,0.038287696739285865,0.4967653090863497,0.1323882533906964
1.312857142857143,0.8679970980346027,0.09870157807001632,0.31997918802728953,0.0358438502740257,0.6139382930543704,0.08195480321729087
1.312857142857143,1.0750499058946925,0.09179413056879174,0.2702627554502632,0.025680844060052034,0.4271430291464247,0.10631405600357595
1.312857142857143,0.9131572006718943,0.10806731413695203,0.3100281082814863,0.03720886960305078,0.5728896781989081,0.09551703060418218
1.312857142857143,0.9284176406704537,0.08653182011962503,0.28588384753043566,0.028266995784688016,0.559139999366928,0.0769161067307408
1.312857142857143,1.0036174083001932,0.07819599999992274,0.2834042970369163,0.025070697221112014,0.4915712899734339,0.07520893776886577
1.312857142857143,0.9968370241552379,0.09766920510136698,0.2661928724770178,0.02840275051099488,0.5000625795331741,0.09537218189986016
1.312857142857143,0.9510675722173696,0.1063480597930026,0.2882662207089886,0.03300292028217366,0.5243104461424748,0.10364400232099721
1.312857142857143,1.018641712438244,0.113280926237994,0.24455279014352718,0.03004258809531521,0.430773869666972,0.12225975676682113
1.312857142857143,1.0314568366891703,0.08910224284598052,0.2501002989857048,0.023465670582357212,0.4802099024723646,0.09530433348404764
1.312857142857143,1.0444052038016116,0.08625752550452272,0.25064869846200677,0.024098714051708697,0.4581438218778038,0.08535075890652224
1.312857142857143,0.9739584265592468,0.08892171042891373,0.2846594013061599,0.02901127771557485,0.5182294321028229,0.08283336364878263
1.312857142857143,1.0148788858839035,0.11138260000612175,0.26549841826785053,0.029918447000760857,0.4703646918974203,0.1295335061321712
1.312857142857143,1.0724633290380918,0.10870081623460817,0.25674154681606665,0.029526236246231047,0.4286581134590102,0.11718464038096818
1.312857142857143,0.9619957493983486,0.09768900227008005,0.3204263823886849,0.03312448141131811,0.5300994001307745,0.09293759520385253
1.312857142857143,1.040844369809441,0.11209541377702435,0.26900939474843644,0.031042111400262005,0.4392334679957005,0.12273003467724423
1.312857142857143,1.0106691483517507,0.1071811435619002,0.2721106308011305,0.0316054853559249,0.49827370959861605,0.10218161717521425
1.3942857142857144,1.0791376474721543,0.09322109517024274,0.2607338244128976,0.02472681723718332,0.4400392354700679,0.1043748970085675
1.3942857142857144,0.9135299267750209,0.13063750475714722,0.2854735120505271,0.04065714030757643,0.5989158930755568,0.11330244116893383
1.3942857142857144,1.0974126267880724,0.059021122922818574,0.24613325175683873,0.01711951032419678,0.4223078998530341,0.06288333347309284
1.3942857142857144,0.915453269503776,0.12837274321462966,0.26712056430757114,0.037193493758582614,0.5639481670409591,0.11523719261916505
1.3942857142857144,0.8940824842410514,0.11670479683626438,0.2763057270270635,0.03699784023034805,0.5890428229422974,0.10227995247829827
1.3942857142857144,0.6636612992302503,0.07796391327497566,0.3879319662758054,0.04266398374894594,0.7662625704305162,0.050825289255159466
1.3942857142857144,0.9485921584240928,0.09887771049207189,0.25344859695865324,0.0284569971830296,0.5057249421122361,0.09469956197339555
1.3942857142857144,0.9430751112248145,0.11728678066988296,0.24344260555196404,0.03140857063901082,0.5235658871923167,0.11838815611804528
1.3942857142857144,0.9501306296883472,0.10542639059434705,0.25697024889164033,0.030241479293813513,0.5280648202868874,0.10101471010061147
1.3942857142857144,0.9796352550415224,0.11943134072648447,0.24996462318482532,0.031982088620731555,0.49461953003543485,0.12246572226811846
1.3942857142857144,0.8187962558257547,0.09453490436719217,0.291464958651782,0.03553282534354545,0.6504877757590346,0.07132344977005012
1.3942857142857144,1.0453687356960994,0.07406923271920214,0.24559936023517542,0.020284366652686396,0.4507439729051864,0.07594027673704382
1.3942857142857144,0.9291840515055845,0.11340096365962275,0.27096460517426524,0.0342678102992297,0.5760411771252288,0.09923913831314189
1.3942857142857144,1.0745698675125508,0.10025638073960354,0.2395275591187352,0.024945884797253275,0.4220178042741678,0.12004453051387728
1.3942857142857144,0.8863169947798838,0.13961991064416798,0.279222426680117,0.0482028164793926,0.571233700732562,0.11654741613377197
1.3942857142857144,0.9509148629395493,0.11670522250107132,0.2312542023472213,0.03177137823047778,0.5294117998035895,0.10639850405368291
