rho,prho,C,dC
-0.9,-0.8914352385045969,-17.649097338635006,2.9548251040060145
-0.9,-0.8880485362243107,-17.59368993315072,3.064369628960269
-0.9,-0.9043274344463366,-21.78850978013848,4.007241564066284
-0.9,-0.9058458696160611,-21.089638913664047,3.6829051447892147
-0.9,-0.8970510827990745,-20.12253457771182,3.6676917871992774
-0.8,-0.7767173477551865,-7.2145029451564655,1.3630012868963792
-0.8,-0.7788743120472177,-7.424518149430521,1.300791803450679
-0.8,-0.8390163929453721,-11.249047603548565,2.1512334889915627
-0.8,-0.7880330601886327,-8.372016688285557,1.5891508645098495
-0.8,-0.8170819149723539,-9.589891597726579,1.7911992853401026
-0.7000000000000001,-0.6348299983618573,-3.647196740479389,0.6736044218340107
-0.7000000000000001,-0.6644389151504765,-4.190285104857653,0.8186338378412313
-0.7000000000000001,-0.6836390981135146,-4.672000010644078,0.9287806114889753
-0.7000000000000001,-0.7086153987682906,-5.203753412432717,1.0873523246691927
-0.7000000000000001,-0.6903519105329554,-5.127754823819517,1.0991939818883274
-0.6000000000000001,-0.6611620360826009,-4.358103169430098,0.9578396987181791
-0.6000000000000001,-0.5755751227237413,-2.8091953240295586,0.6761314430379701
-0.6000000000000001,-0.5748683593985244,-2.9355195257792293,0.6934015942084367
-0.6000000000000001,-0.5937212616258037,-3.133183049027987,0.7216929590738297
-0.6000000000000001,-0.5418625203537717,-2.7262780379217784,0.63910526647052
-0.5000000000000001,-0.5358615935199893,-2.5138315768611537,0.6538580377426123
-0.5000000000000001,-0.5392773359152244,-2.5608679761060675,0.6679597459905002
-0.5000000000000001,-0.5345737028291221,-2.49157846950319,0.6482398762888812
-0.5000000000000001,-0.5396140262934125,-2.4238757608635804,0.6146706719017185
-0.5000000000000001,-0.47904340862978634,-2.0449200436314787,0.555613960851976
-0.40000000000000013,-0.3141912920042352,-0.9568188203050657,0.3635330237490841
-0.40000000000000013,-0.37020306414043636,-1.2980788357376687,0.46881670800820646
-0.40000000000000013,-0.37382636411456494,-1.288147604841103,0.43133323016684827
-0.40000000000000013,-0.47531696932489265,-1.9950917942957451,0.5805164386638993
-0.40000000000000013,-0.17769320673739253,-0.5405664693140052,0.2782426503315652
-0.30000000000000016,-0.19036379680850476,-0.5334419876676889,0.2688653031208064
-0.30000000000000016,-0.202949635513117,-0.5740740907541384,0.3045301769213332
-0.30000000000000016,-0.4242159701174524,-1.5935939740665404,0.5015877919693189
-0.30000000000000016,-0.5270082788572612,-2.289809654931676,0.6049263967283748
-0.30000000000000016,-0.32100943423663725,-1.1023730722571337,0.41498369982627703
-0.20000000000000018,-0.18371142502260493,-0.6192031066274242,0.30551960370129216
-0.20000000000000018,-0.2019483404712744,-0.6222167405972194,0.340131878491062
-0.20000000000000018,-0.23666823872087184,-0.7286618015490655,0.3514277020212559
-0.20000000000000018,-0.2912740013316574,-0.8072968039806395,0.3842802020414108
-0.20000000000000018,-0.11391548571873505,-0.23408578595262666,0.23300890978203165
-0.1000000000000002,-0.0444164707594604,-0.11955575734600024,0.2255846141347778
-0.1000000000000002,-0.19741074969247716,-0.5316324773733931,0.3324585090820498
-0.1000000000000002,-0.030959007653113164,-0.09782157418235081,0.21427784456561225
-0.1000000000000002,-0.15104651019516058,-0.39774588860410975,0.27639589010426585
-0.1000000000000002,0.025928022060876892,0.0669732989051577,0.22177690591969293
-2.220446049250313e-16,-0.04215741363766171,0.06969375890820115,0.22565359814813543
-2.220446049250313e-16,0.014321633657854809,0.057641817914622334,0.24122118591152036
-2.220446049250313e-16,-0.154919573130341,-0.4442095483121409,0.3082703327699743
-2.220446049250313e-16,-0.02654326051325957,-0.08996885859759805,0.24572600791781513
-2.220446049250313e-16,0.06216524312016704,0.2154598317457836,0.27141221772573704
0.09999999999999976,0.16519728679317625,0.4458951533507841,0.2949333841391933
0.09999999999999976,0.11446648914759562,0.29714137241571636,0.26094504445889366
0.09999999999999976,0.18089098408410426,0.5341276175639798,0.3338610501921207
0.09999999999999976,-0.015552587431194448,0.14856727532364472,0.23842378298030895
0.09999999999999976,0.03984488708575808,0.11423503773242992,0.22310234459671638
0.19999999999999962,-0.0006633114231903584,0.01743446817735101,0.17931332686851842
0.19999999999999962,0.05472726152936659,0.1350734648536725,0.2181890754679326
0.19999999999999962,0.04563178568904205,0.20136323157997849,0.23353876061528267
0.19999999999999962,0.13083062201723877,0.43570270247760556,0.30310048032638287
0.19999999999999962,0.363198365873346,1.1315364556477174,0.40788352859566385
0.2999999999999997,0.16909439580913824,0.6462508412254431,0.31453314875696897
0.2999999999999997,0.2199236300271019,0.5867117445192096,0.27001644672090047
0.2999999999999997,0.4536282356824989,1.667983885733286,0.5131375223460768
0.2999999999999997,0.2319954873404399,0.6458788482421203,0.31495802937171663
0.2999999999999997,0.2949422611200766,0.8947351109301243,0.351109483569837
0.3999999999999998,0.37237907714814733,1.2392603172246786,0.43340985244465113
0.3999999999999998,0.48564596910081004,2.080707337373369,0.5983003879277272
0.3999999999999998,0.3132100475063481,0.934291747920486,0.3390161633543821
0.3999999999999998,0.3458213899237479,1.267243760704431,0.4167079327055545
0.3999999999999998,0.4274357912014306,1.749437256878857,0.5159444770150218
0.49999999999999967,0.5335380625753909,2.4521186670005233,0.6517945870069239
0.49999999999999967,0.5824772882167605,3.0141591784589528,0.7351406255272515
0.49999999999999967,0.5270047527782795,2.3916629627650305,0.6004615477531772
0.49999999999999967,0.5910354180571376,3.067605774875127,0.7669752050803633
0.49999999999999967,0.608400127222528,3.3537937499789403,0.812368153092067
0.5999999999999995,0.6395452916732604,3.907739923988317,0.8896887841432826
0.5999999999999995,0.5815723480962754,2.995766217937962,0.6848178526627653
0.5999999999999995,0.5493578119709777,2.6419211840195085,0.629418403298538
