rho,coupling,pearson,a1,da1,a2,da2,d,dd,da1da2,da1dd,dasdd,a1ep,a1ss,a1c,a2ep,a2ss,a2c,c,dc
0.1,0.22222222222222224,0.11059531516495828,1.0206027468343948,0.027169582112382556,0.8157116431542613,0.019492522980392415,1.008309205585059,0.011830311089810702,1.1611018263487927e-5,2.8887948782162204e-5,1.0674050774813353e-7,1.088099015157705,10179.065070764373,7588.398117863541,1.6845853077967146,8151.367314900443,5599.244835480853,0.2518766259271492,0.044277023319067944
0.1,0.22222222222222224,0.133987470248532,1.038972655285252,0.028040294701841308,0.7925231816899533,0.018877469679385403,1.0131545067734742,0.011622089980284972,1.4782877100890744e-5,7.495784048957121e-6,1.78841679563403e-5,1.160143003439981,10366.721783347062,7737.3329706337445,1.374451258309565,7914.453128001409,5386.705562695855,0.3116858810692409,0.04646675237728638
0.1,0.22222222222222224,0.1127523652390674,1.0011902692317625,0.0265539136872913,0.7969528295629387,0.019024486972395043,0.9884059801703609,0.011399174016165244,-6.947201503005487e-6,1.2068694927760464e-6,1.120875148137687e-5,1.054171254758215,9984.73985111474,7435.376952153293,4.554706942932068,7953.7427857194125,5462.767442524617,0.25699947268419765,0.04516127376736508
0.1,0.22222222222222224,0.12190596189951519,1.0301381590855971,0.02749562973679667,0.8092588370192052,0.019222442194378547,1.0153959183111079,0.01222762638570529,-1.2713390821131256e-5,2.654718412270853e-5,1.144487434190727e-5,1.459686418639904,10298.383596975353,7607.328982676749,1.044459348401205,8057.085242939898,5577.652896612981,0.27367612418179704,0.04599377986814254
0.1,0.22222222222222224,0.09196930962067777,0.9970321166638847,0.025853645183228153,0.831471887776135,0.02024966279738942,1.0103204378738153,0.011936132101592426,2.8014030688059693e-6,2.100112995744564e-5,5.324937938178974e-6,1.1779612900423737,9961.114788185947,7310.581156379361,1.6626550537494569,8283.59085150346,5784.124926570727,0.1998228157469481,0.04256092735660625
0.1,0.22222222222222224,0.11246074524912711,1.0094307052425928,0.026118489873458994,0.8076590954249115,0.019257699135805915,1.0076392052993324,0.01190162089524108,-2.7689556048451834e-7,2.217024350288012e-6,1.3377935693436106e-5,8.157620519338266,10082.200767823118,7423.046173716786,1.2006050282678729,8049.69671186283,5574.150216677637,0.2505323932695549,0.04398234393241005
0.1,0.22222222222222224,0.11213055689358474,1.0163640731566417,0.026508309478919315,0.8110820306221688,0.019238178190684713,0.9977843424523198,0.012135576384982144,-1.4407915422712998e-5,1.4259406666779788e-5,-7.377006133940437e-6,1.9143239856026757,10126.803408201919,7564.988308693206,2.734297304933212,8105.205322813868,5572.427165698809,0.25382223140161164,0.04479159599704247
0.1,0.22222222222222224,0.11748608751691593,1.022530716891214,0.027382349032095982,0.8089708565683563,0.019167359547259597,1.0013532532809293,0.01149762785912266,9.020986659674342e-6,1.2047962776316513e-5,6.111844353871904e-6,1.097941838304421,10214.710818434163,7571.46248359106,1.0003639671676934,8059.193405384634,5594.643928569055,0.26468317197115004,0.04477981995166028
0.1,0.22222222222222224,0.1021933086867517,1.0000927899384207,0.02667055432015915,0.8138060141680616,0.019652115140181028,0.986171910419087,0.011657813824027603,2.9072338449729572e-5,1.2647813460428294e-5,7.3084170398797986e-6,1.0887599443514953,9976.851152403433,7414.79394950643,1.217981222069827,8127.673048658162,5651.850964066907,0.2295794122913582,0.04297834322087465
0.1,0.22222222222222224,0.10207598279616954,0.9994488273866415,0.02678523237248501,0.8136509474327571,0.019006591283329235,0.9950005530630073,0.011510767947497802,-3.17713290863371e-5,2.8959398939857527e-6,2.077401423953863e-6,4.955716631477978,9961.808803557014,7387.262460738393,1.7294419288682772,8118.586458249142,5616.40876339896,0.22906817645685146,0.045022298978544546
