rho,coupling,pearson,a1,da1,a2,da2,d,dd,a1ep,a1ss,a1c,a2ep,a2ss,a2c,c,dc
0.5,2.0,0.4962613309575196,1.0008325924283823,0.026689637513254334,0.3351316470271093,0.005587566267801668,1.009502125336836,0.013097152176580142,1.3280841317928358,9981.792162793134,7407.956160820166,1.469984202287396,3359.2264262739877,1330.012663423062,1.9872137558878749,0.0938946738243494
0.5,2.0,0.5016206383001095,1.0092238553241966,0.02703999044630742,0.3335494684331659,0.005511043564931691,1.0111618974662318,0.013051676185202811,3.0987452750306255,10061.246461295563,7472.013107103801,1.0495805251271155,3342.642594608091,1321.1263762728324,2.02649294634434,0.09390504398594983
0.5,2.0,0.48770270908183183,0.9736752586154376,0.02495293650234178,0.33403724790432365,0.00563298515917397,0.9815330830705902,0.012750743783794607,1.0003975590692908,9713.627177967739,7190.444794118142,2.7004692478497354,3340.335443692302,1369.0687011973564,1.9157126447429265,0.08991274563669353
0.5,2.0,0.4920714320259038,0.9814222197474404,0.025725854901922165,0.3338873775226723,0.005387127529727084,0.9849146669613342,0.012819537124015403,1.1383661833162484,9794.038010907007,7239.572834303802,1.1848006182374788,3334.176612326399,1379.951776378848,1.9401442084383744,0.09046132177238753
0.5,2.0,0.508697380490378,1.0035077887475552,0.026249644063486486,0.3264040308693259,0.005526680834495342,0.9837647647916505,0.012470568551227976,1.4781200066442572,10022.640269826581,7451.525741580244,1.0049581379250785,3254.743123251418,1329.592121448055,2.0753351820788266,0.09648487145730072
0.5,2.0,0.4939458560403289,0.988919629518618,0.02540648670967319,0.3331256009558509,0.005554539881844155,1.0129540429797612,0.012978393872354211,1.5450983542317789,9868.304660845653,7267.284148577162,1.000394868685717,3332.9684824630367,1327.3540038000883,1.9694923084622273,0.09285662433054838
0.5,2.0,0.5028508962514652,1.04480409762856,0.02740283372111096,0.34631123670747305,0.00580429797796373,0.9973960455943633,0.012772826587208656,1.0019271843573008,10427.122444937779,7803.9810354328365,1.2007522187496646,3452.6570031286274,1473.4063586937682,2.0178208813523733,0.09468155461858865
0.5,2.0,0.5043704989786666,1.0057219351532842,0.02728630458585532,0.33204262196590456,0.005445147463955722,0.9903483112128217,0.012994166501642215,1.1164855075124267,10048.346602597921,7461.697135528333,1.1371102089287988,3312.031556535192,1366.0770598434829,2.029718493246264,0.09638390243030376
0.5,2.0,0.5092859032006757,1.0202114939099647,0.027251174043751065,0.3296843074474672,0.0055098011321257166,1.0003001093801818,0.013192829873956582,2.489933882647788,10167.965931637233,7603.02674415596,1.0029004875240608,3304.293439778996,1302.3867076080703,2.095365006573703,0.0971883558915707
0.5,2.0,0.5126415367538362,1.0400140754978768,0.027181154691786693,0.3339377521786813,0.00540393942682869,1.0059046873202147,0.012763062784429218,1.193241776407164,10376.443138494908,7774.483956955683,1.0784215000323525,3340.8205486238485,1339.9976322155735,2.1152088006476717,0.09570562275782799
0.5,2.0,0.512814050643513,1.0293388722144703,0.028032684617859772,0.332442251027524,0.005488405835179874,1.0035587789007643,0.013158563998317168,1.0116196368789296,10286.330752330985,7639.5949447923695,1.0687749230767665,3308.107927291456,1368.0518881143535,2.0971223728998147,0.09815293661758757
0.5,2.0,0.488034774457978,0.9937836861335658,0.0261327922766999,0.3410742526056131,0.005693401885346524,0.9904415604194046,0.012560917096913931,1.0842514958233258,9910.304910411185,7357.180712855329,1.7159412513105883,3410.9427793768955,1416.2449707731782,1.9144740567314482,0.08996824157547027
0.5,2.0,0.4816084865727845,0.9840799508552796,0.026051818012081045,0.34375079932947167,0.005722468731440111,1.005762842020092,0.012921608771863033,4.962613000400613,9815.101022549334,7204.5448105388805,1.0826231593659228,3431.3935774857373,1433.9830700374946,1.86352900554599,0.08837636570730621
0.5,2.0,0.5060349092646036,1.0008059370383964,0.02600333553768192,0.3265214912670558,0.005274747085954121,1.0349771074662781,0.01353053270447012,1.8141473777512453,9985.2335112357,7332.253941056979,1.0215475970361088,3266.2350541334686,1249.9075345755814,2.065813343166455,0.09247134443829562
0.5,2.0,0.506407076391185,1.0262424952318723,0.028070639002235893,0.33487398100208704,0.005626779212324567,0.9869238592102795,0.012549201459234443,1.263960575456189,10232.795405045432,7690.597237967673,1.002592070499832,3353.464177574195,1361.541323171155,2.0654528906279457,0.09917203181567757
0.5,2.0,0.5015906510167139,1.0170052155853575,0.02698666494809452,0.3362359113618362,0.005622145134763895,0.9934285712588846,0.01294278535127544,5.664285251017118,10131.45514715822,7557.286379744608,1.2613024091056044,3361.95078571019,1379.895804977843,2.025540013420361,0.09542981968754025
0.5,2.0,0.5203913518644838,1.056233737627991,0.028106110536715575,0.33277577694498733,0.005466623111908135,1.032103426605479,0.0133584030376319,1.0018577574717074,10540.831500636821,7862.650995543458,1.1269194456246319,3325.2084990646404,1307.9212389992522,2.1748697275337325,0.09940251509871235
0.5,2.0,0.4916498849625849,0.9724065082956115,0.025537987865726242,0.33025187367107756,0.0054965802653116095,1.0158916514173386,0.013178101007251723,2.022487034115759,9699.547827712064,7083.444431065195,1.793731474976325,3298.4497396012102,1311.9889442646945,1.9452009855977945,0.08987014446191482
0.5,2.0,0.5202838340047502,1.075244180745649,0.029246369240082337,0.33862690032596504,0.00558879536218873,1.0197237469744462,0.013086978182433127,1.0685741203606578,10729.07835616589,8078.134600821694,2.6097218103486517,3382.8761278950215,1361.8634369967558,2.176188687310253,0.10160880000517813
0.5,2.0,0.45847218770822357,0.927056331065003,0.023295922327352028,0.34413226770090816,0.005815387506367891,1.000022667411662,0.013071055615360977,1.2196340763512976,9258.644436266586,6685.398588446985,1.1939794976754645,3434.7621671739844,1444.899818394551,1.694704707081773,0.08295740668272722
0.5,2.0,0.49703571276071373,0.9870696140395856,0.026119372749657137,0.3330276272166012,0.005494298742100879,1.0252403280316462,0.013663536743460823,1.0519963911003596,9861.14747422568,7183.619226367093,1.1710900994348474,3314.384559445459,1344.340747335113,1.9647344998388248,0.0925042827326475
0.5,2.0,0.5087694017867191,1.0033582293562713,0.02604964867009113,0.3261197588354344,0.005385385698184799,1.0150482530364264,0.01321094551913385,5.397112037180433,10009.896091560073,7380.866782293009,1.3769998699268904,3258.7050270797563,1281.9434002110597,2.07746277950968,0.0936978737634708
0.5,2.0,0.5054259666643739,1.048844063294294,0.02770211195271029,0.3424556239081715,0.005797476974977947,1.0160986641515106,0.013321699065118259,1.01461139976766,10456.916429703335,7857.173481833764,1.6193120527395573,3435.212696966625,1374.1666123567622,2.063604887220894,0.09651361990284871
0.5,2.0,0.5027470103254804,1.0370896016427522,0.027696755911167426,0.34308984654512803,0.005663809387711753,0.9968576735543747,0.013041699971703718,1.0643917757902186,10348.105980252116,7742.15598581639,1.7995596261028821,3423.6958731054683,1440.5000816748066,2.023631283715854,0.09547028729767604
0.5,2.0,0.5066619972687588,1.0159573005998395,0.026498485185788723,0.33115728187823873,0.0054353909431386176,1.019061024006044,0.013239092233531749,1.0306683187753924,10130.759801196971,7513.824848020884,1.8924839232713047,3314.7399463560873,1298.0521177292098,2.0687292445354704,0.09465676534935233
0.5,2.0,0.4927769737215895,1.0113365577659221,0.02660805825950518,0.3432888857677167,0.005908990390814346,0.9985581393707164,0.01258962280925433,2.3985470556397037,10090.699406739224,7492.868197677775,1.922729381270972,3425.8896229814277,1436.264941013638,1.9469324651235398,0.09387277388150442
0.5,2.0,0.5057712356076226,1.0041746272337997,0.025937815258216153,0.3291632551657266,0.005341805118634466,1.0130705071242145,0.01360790067615097,1.478378290311502,10018.722129440117,7406.398610903378,1.2898969495494086,3290.3348144722477,1300.2075248019314,2.0515197868469377,0.09399808756612395
0.5,2.0,0.4897219261191903,0.9811737452130362,0.025785868023877088,0.336910927710951,0.005571989812562271,1.0083063174351392,0.01330378538370497,1.266237457842639,9800.437587888033,7169.469011493258,1.02180203597194,3355.9476886182388,1390.4941317793732,1.9130785261784775,0.0910975128291988
0.5,2.0,0.4998822187538482,1.0041821258659012,0.0265339300484359,0.33410352729833265,0.005645292625602151,0.998506418980245,0.012934781219372174,2.6857730169794345,10019.649464619044,7428.810821702299,1.2452320314856775,3336.6284772065646,1361.7044186955704,2.0064280599479587,0.09328362536437218
0.5,2.0,0.4977190961649854,0.9691443170223718,0.024824276728218943,0.3235917043476214,0.005407609692263385,0.988009077367568,0.012742293785051761,4.41340045640611,9657.752153866,7126.310244823851,1.65119867879138,3238.481825743688,1279.8419639385963,1.9958200685601277,0.09235266812112385
0.5,2.0,0.4924261591773716,0.9876305659600807,0.02537763348685069,0.33573126236825285,0.0054782199963464406,1.0063834571858252,0.013137350391721826,1.42754631284407,9860.444120511986,7254.0329418812,1.0987918576354716,3351.5740095366396,1368.5833871874327,1.942487113584242,0.08875264402349546
0.5,2.0,0.4802328058680223,0.9822134682657699,0.02480135778808423,0.34398955964961325,0.0057563041331534425,0.9914745317461979,0.012789553287083207,8.66032642771988,9786.858518721254,7225.580047928007,1.0263398454863721,3439.9756522298385,1443.8207516265625,1.8561580719765216,0.08659441334765049
0.5,2.0,0.47352760643480535,0.9496600030576798,0.024037181903074138,0.3391608930688216,0.005549992596227896,1.0266224763510194,0.013645269281916622,1.1090799516805063,9477.365928524756,6849.2255886872035,1.4324624187328576,3387.5760042677675,1365.595484244745,1.800768886503337,0.08416236845884381
0.5,2.0,0.50338920831006,1.010700798318886,0.02704387666649497,0.3333039654320656,0.00552429122086413,1.0049719149141971,0.013295149344331611,5.824024229256721,10075.432899560155,7470.077663683087,1.0505108618609804,3329.0083305845537,1350.5360151475943,2.033147730918711,0.09365001016271493
0.5,2.0,0.5103529954002898,1.019260174046016,0.026924585367429994,0.3297476083346714,0.005458747453487559,1.0000717096240144,0.013182531539761544,1.1052598858191522,10171.674148450315,7583.493627700253,1.0127457901130479,3297.4533717442623,1318.9216782559033,2.091890625050976,0.09679535241753609
0.5,2.0,0.5106445929670852,1.0361959636397147,0.027576666076907154,0.33462664186544233,0.0054592399141778734,0.9880231521087626,0.012611759779095058,1.0001833993876283,10340.78154214754,7770.659110221499,1.0005360773126775,3346.0728454785913,1374.6400425152924,2.097384522085628,0.09626512925711225
0.5,2.0,0.47247659083178345,0.9694093338263229,0.026176206255770763,0.3438928766934385,0.005730136200971286,0.9808105832224844,0.01224706882869645,6.586380824145205,9639.616973505941,7163.3970894312,1.2437683492686198,3455.057181901356,1419.604564960012,1.819714536188441,0.0895992703730286
0.5,2.0,0.5021326759195954,1.0062473465367845,0.026748906805431863,0.3319391084528169,0.005509452353042753,0.9867980693464902,0.012954393573854748,1.1195291858888141,10029.215559779102,7485.403040670299,1.034983165309239,3323.1996357522007,1347.2895433998456,2.032251264374683,0.09489670973923757
