dt,A_mean,dA_mean,B_mean,dB_mean,sigmaN_mean,tau_mean,dtau_mean
0.01,1.0174357563184921,0.1453412658762186,0.9901927261837542,0.0013862335358631552,0.501314047583299,1.0277420688456824,0.14784640800273224
0.09142857142857143,1.0087108138369216,0.04736540314772984,0.9128484099760936,0.004079888353757602,0.500563701312281,1.005702029971372,0.04943488611747354
0.17285714285714288,0.9798346783862539,0.033354089456299627,0.8397817746332535,0.005426709152077663,0.5028112529806174,0.9917163292469903,0.036761158362116624
0.2542857142857143,1.0070851958573932,0.028512746198366672,0.7745689488188685,0.006321812418818744,0.49682529094298616,0.9977362138426651,0.031941263613581836
0.33571428571428574,0.991557528057989,0.024551133659607368,0.7124525821826125,0.0070146731915061876,0.49958134119518827,0.9923414562517141,0.028869711762543982
0.41714285714285715,0.9950860651958251,0.02243828441902372,0.6594494246827064,0.007514130665471172,0.4989966250275102,1.004482685685486,0.0275461410373112
0.4985714285714286,1.0107785913090896,0.021074189713497234,0.6079972265425393,0.007936012905263712,0.49276480726952243,1.004481336466458,0.026399259886149568
0.5800000000000001,0.9960937357517373,0.019593714785440433,0.5642255492306701,0.008251631765516996,0.5052696550475926,1.0169097329522403,0.026050146918152606
0.6614285714285715,1.0037443511514164,0.018796489046853614,0.5229009435055862,0.00852171137799377,0.5014113756318814,1.0215633911226012,0.02570233428438785
0.7428571428571429,0.9903028233624876,0.017735599069796604,0.4812233695682628,0.008762479629442132,0.5080497856969091,1.018195799534307,0.025391040495195655
0.8242857142857143,1.0011821552951954,0.017208384568752646,0.4387712713506303,0.00898141366116119,0.500117957933848,1.003801233387355,0.024995239810029546
0.9057142857142858,0.9735973726597644,0.016383186486124995,0.41528956626680724,0.00909209200634858,0.5211530817433355,1.034019504960979,0.025815625575761704
0.9871428571428572,0.9936006381515486,0.016248181661532673,0.38018718705668364,0.009246761145036673,0.5086878037452711,1.0224943081807976,0.025744943744553033
1.0685714285714287,0.9478429474746395,0.0152836191332272,0.3616972532459638,0.009318179794503511,0.549710982240461,1.0538441693737979,0.026751774236706948
1.1500000000000001,0.9481388256579539,0.015039074150244571,0.33847093123388255,0.009405419191003985,0.5441070966635556,1.0643617979119329,0.027355273850913152
1.2314285714285715,0.917466943836035,0.014351481475452435,0.3174531752803196,0.00947784076307347,0.5678045321309231,1.076254246244676,0.028066153747819917
1.312857142857143,0.9427999638033965,0.014501092682269082,0.2899501922262314,0.009564670130664744,0.5530117353853843,1.0638364252502799,0.028427825113722792
1.3942857142857144,0.894278542977277,0.013674206687801126,0.28050222706065087,0.009590022675130967,0.5925887355308058,1.1025879602079645,0.02977776922786195
1.4757142857142858,0.913593246626245,0.013730602541008432,0.24773284289938297,0.009684829291873902,0.5659549562643675,1.0594540311636895,0.029758516168606468
1.5571428571428572,0.8113334736064995,0.012274227243396376,0.2603910565720197,0.009649841691345926,0.6576746569419554,1.1602960387438828,0.03205359544965734
1.6385714285714286,0.8385016327256591,0.012477797225057572,0.22653972515172746,0.00973500798953077,0.6270572076055028,1.1058679171834624,0.03213335865189078
1.7200000000000002,0.8399266384624628,0.01242475264155649,0.21349757212034373,0.009762536999338446,0.6342474859810675,1.1174366039995873,0.03327544619826832
1.8014285714285716,0.7726080372372286,0.011455054402021717,0.2177464357497279,0.009756526386072417,0.6906688156732983,1.1837053056808675,0.03491037504337906
1.882857142857143,0.6948154059847768,0.01032905282984873,0.2298211944041451,0.009713682189483232,0.7340330665252,1.2917950563538765,0.0376054138924861
1.9642857142857144,0.7008435765200731,0.010309411869785758,0.20084590359622512,0.009789208311166553,0.7360232071517363,1.2273304348602823,0.03751809366290842
2.045714285714286,0.6772028194020093,0.009937059335061494,0.19411914500340166,0.00979938485716194,0.7504906649618287,1.2534052125331347,0.038985046722659886
2.1271428571428572,0.6939681329029339,0.010143270402840025,0.18527754355268283,0.009813296566762275,0.7408676620400406,1.2694036417737893,0.04038088922342091
2.2085714285714286,0.5148777594843477,0.007622598086166279,0.22499788433083334,0.009711748426886439,0.850744338461929,1.5042857313921838,0.04450368739107495
2.29,0.5817826172984378,0.008480859487724864,0.17930991122772666,0.009819548541082617,0.8136147123889709,1.341618150996252,0.04362509858894216
2.3714285714285714,0.5303228032657882,0.007745963877289669,0.18794047911674505,0.009806183514719697,0.845080844753437,1.4263326714061983,0.045351701467368354
2.452857142857143,0.4644541194404724,0.0067845610394752075,0.18344055055556494,0.009812446697124288,0.8833097746404011,1.4550247070101976,0.04690834273858698
2.5342857142857143,0.43392616512186555,0.006370798471442811,0.20946890477888508,0.009714395574007485,0.9058432935673837,1.6857185632037648,0.052061713730710904
2.6157142857142857,0.37576867948093934,0.005559889598954125,0.23169229508752678,0.009674964157350715,0.931838538953723,1.8397980909741751,0.05433770542598184
2.697142857142857,0.4058331614159484,0.0059609880524047285,0.23533631955481277,0.009529413219891916,0.9093724178633051,2.2603334545680873,0.0709395728720103
2.7785714285714285,0.24329766795630223,0.0036880214786392572,0.2900604931134228,0.009483628481714383,1.0003290290931335,2.362340376571292,0.06513367894876024
2.86,0.22279580726491055,0.0033901450628069743,0.313381669006872,0.009359315098066605,1.0106933319951625,2.8206607624621536,0.07989947533810382
2.9414285714285713,0.21249677298584366,0.003247128702283059,0.35752857859406917,0.009063372941119769,1.0194979937283555,3.5898753894215787,0.10317298086226434
3.0228571428571427,0.19455794833798223,0.002987244109113452,0.3515317674854193,0.009148858384212047,1.018812596373742,3.4968145016150247,0.09956964830540234
3.104285714285714,0.08995912776167694,0.0015268287165190212,0.45304569956949114,0.00863859381631797,1.0727361194750507,5.009240144476336,0.14314337996647902
3.1857142857142855,0.11547445427846534,0.0019122559958957574,0.48797350238781273,0.008357555428713961,1.0657170291947757,5.766300583445312,0.16483408316189646
3.267142857142857,0.09229555559210133,0.0014998942518772269,0.4682351121829408,0.008566576653225631,1.0737040265431428,5.199419657283109,0.14274414983233574
3.3485714285714288,0.05903466323856225,0.0011551293777268374,0.6123848156408974,0.007584006400273932,1.0895052941655412,8.53733420078081,0.25347307419709225
3.43,0.053965584756538044,0.0009597381633715919,0.5114507796746552,0.008290799604575193,1.095948361755626,6.335402949773107,0.17795581070787578
3.5114285714285716,0.04356696855222991,0.0008086164849600312,0.497390709338198,0.008383265046093335,1.099339855117593,6.290512523047851,0.17781962001740964
3.592857142857143,0.030664399969901952,0.00059962412645977,0.5599476972539563,0.008166318286836758,1.102247982050354,6.767722798863846,0.18144905758950464
3.6742857142857144,0.030961689398456706,0.0005665483840990317,0.5072262800485138,0.008510714055917351,1.1073894966434346,5.8778402495691475,0.15404378904581797
3.755714285714286,0.03610686083528464,0.000632832477844864,0.4053268844909881,0.008898158184901504,1.1000515692718482,4.822679945772503,0.1413543153109098
3.837142857142857,0.028686585974959093,0.0005564204241912824,0.5271686365230739,0.008328858847537283,1.1046549503152072,6.805959323371252,0.18367733482238124
3.9185714285714286,0.020988340409413324,0.000404301710921379,0.4062708976774673,0.00884647198858786,1.1116754366849648,5.522148983342856,0.15683105380312515
4.0,0.0269965218567792,0.000509585919719046,0.4829359538664007,0.008498413723400591,1.1045552527550102,6.484779600146025,0.18070906518585172
