rho,prho,C,dC,A1,dA1,A2,dA2,D,dD,a1,da1,a2,da2,d,dd
-0.9,-0.9006518162921187,-18.336198917873308,0.9287501024726391,0.051601911020079855,0.0007381439053104616,0.9975784324577555,0.04568401403466039,0.9898390759349073,0.013756522825725611,0.05157368413809321,0.0005440975021736989,0.9917685068244785,0.010433376449493041,0.9895233694924944,0.014418671790174744
-0.9,-0.9051334949509031,-19.28847358506506,1.00595438829971,0.052025943441085985,0.0007405060735423141,1.0553038656022589,0.049920626999542986,0.9951915536821121,0.013666103748699171,0.051999786598313655,0.0005475252464700468,1.04877297708436,0.011208472691594078,0.9948760611436288,0.014429020980796065
-0.9,-0.8979109764584168,-17.693827565988784,0.8929253683080032,0.053402400271392016,0.0007594231640666826,0.9980988257823988,0.04563299935169752,0.9960697244570734,0.013729848235208916,0.053380525806129835,0.0005658664233058911,0.9922480841252389,0.010411840948216244,0.9957199482566914,0.014538178402871527
-0.9,-0.8995433473310713,-18.16477674001385,0.9297343017146902,0.05200280202690614,0.000745665713280539,0.9964139555069021,0.046100737691517735,0.9820636197283278,0.013625122708452068,0.051978551503938056,0.0005494063674130558,0.9903216445974411,0.01039990869905272,0.9817789573514453,0.014303873066320876
-0.9,-0.9050164620039146,-19.147477918194397,0.994834465411823,0.05317983256712431,0.0007667690203844055,1.0712205516966835,0.050658445965432494,0.9992868532397653,0.013862581092890453,0.05315105714942993,0.0005642567694194023,1.0642219263065777,0.011335877678452158,0.9989389949550439,0.014590540106655081
-0.9,-0.9002361955609834,-18.156249635520957,0.9277376180749404,0.05392539264368831,0.0007789247285565519,1.0327939981376504,0.0477702514086962,1.003665232504691,0.01380920791387446,0.05390377531752221,0.0005722500713830598,1.0268553439775725,0.010851463643125931,1.0035059274321614,0.01466180602731947
-0.9,-0.895616931294843,-17.506351868791523,0.882314438476108,0.053062401284973554,0.0007694169673559814,0.9817914393650188,0.04472588635175712,0.9713822907854089,0.013379135161682702,0.05303785444278588,0.0005617672130911104,0.9760464025294234,0.01020707513370535,0.9710984270606396,0.014154576650763973
-0.9,-0.8938521180038059,-16.86255802586308,0.8361866263490368,0.05282635807516914,0.0007622699167980766,0.9434146113744336,0.041943034221970654,1.0076011568551229,0.014030649457649761,0.05279921350868486,0.0005630196078957984,0.9382570752033408,0.009670496490869025,1.0071278026025603,0.014871181112870939
-0.9,-0.9012393734779967,-18.461504464563838,0.9577216474008982,0.053292737154857925,0.0007702365667518837,1.0369346625603528,0.04865300918227811,0.9966602702289976,0.013728735781643256,0.05326890461933866,0.0005640488219925533,1.0305162150303249,0.010919498853000111,0.996359001062424,0.014558302863468858
-0.9,-0.9029564712753546,-18.768518788284716,0.9499926585967151,0.05156331297276667,0.000734173548754446,1.0191242475514293,0.04678261473997837,1.0097245734782756,0.014101457530732473,0.05154282184164633,0.0005438193114485863,1.0130720903557182,0.010708184697314174,1.0093801399291105,0.014721907438155988
-0.9,-0.9052604601694272,-19.28691164731621,0.9818383070260885,0.052524596633958594,0.0007537199703696479,1.0653536081757982,0.049473773447832346,1.0197106362697197,0.014190465707235813,0.052500930381882104,0.0005549529060980306,1.058694388733051,0.011302918982384417,1.019408016662728,0.014871122301581361
-0.9,-0.8955819578986056,-17.453144434713096,0.8633138588371964,0.053135022149217295,0.0007664213163055092,0.9803035246344294,0.04360564446274437,1.038008415608678,0.014373520125853467,0.05311511124200529,0.000558865083813909,0.9748508910509364,0.01026399763537923,1.0376285557217975,0.015118057590931388
-0.9,-0.9030873066756349,-18.737109516128122,0.9599464277859585,0.052296560065166114,0.0007628871398266186,1.0319642089780612,0.04788997776564478,1.0001513288736066,0.013751811447895234,0.05227638865998559,0.0005543742217900174,1.025420836531158,0.010824354277728501,0.9997806280027661,0.014621874218925737
-0.9,-0.8966093896497022,-17.496782983454867,0.880952254920728,0.05345777938462211,0.0007746258764474454,0.988593102601344,0.04493703519514662,1.0111725186075657,0.014077385219869523,0.05343258035367432,0.0005660308467245324,0.9826093131411604,0.010296974546580549,1.0108017365398703,0.014774785321796078
-0.9,-0.8960961738666999,-17.254067267170534,0.8691875369184842,0.05322444275478315,0.0007684588222901649,0.9713575295961057,0.0440100667930468,1.0049728605456563,0.013906019495922675,0.05320315283469524,0.0005669707348001152,0.9660995596684787,0.010027002058395055,1.0046607490797683,0.0147841190994991
-0.9,-0.8950017097948296,-17.23101630289925,0.8567262880607185,0.05379054404181734,0.0007784988515386237,0.9804526987823577,0.04386451483937773,1.0233047469847967,0.014130904247734293,0.05375879426909876,0.000569623479311088,0.9751629413145525,0.010204116032858463,1.0228584098424633,0.014970376114479598
-0.9,-0.9051792503165597,-19.31415207778238,0.9933471366614858,0.05152957122565369,0.0007411812190377474,1.0465709858537682,0.049081140171761746,0.9875663631679885,0.013694249623640117,0.05150593615420957,0.0005430843748564114,1.039899338677122,0.011067447586894043,0.9871177104688014,0.014359250229233641
-0.9,-0.9017453781261415,-18.629682656200806,0.9453019454848869,0.05181394574022953,0.0007386571424239833,1.0168822676611668,0.046713968666090476,1.006828053190383,0.014061492227628217,0.05179180717437914,0.0005492632247328057,1.010824146903312,0.010628067403123826,1.0064755664449059,0.014756156684572553
-0.9,-0.8975550441422311,-17.67933577111332,0.8968332057487357,0.05286954135424615,0.0007622152536730353,0.9873743815220197,0.04547110908971025,0.9782816109586973,0.013496277817268294,0.05284861963131088,0.000559208124081102,0.9818249896151068,0.010289519277296235,0.9780517832728586,0.014240490050284802
-0.9,-0.9116468745056445,-20.78138950336373,1.1113107613827753,0.052307447813582326,0.000754413644858344,1.139096023946981,0.055833783163103806,0.9842099447692219,0.013549524808798398,0.05227947232722534,0.0005559429696532884,1.1317096329922165,0.012221722228489515,0.9839003698626468,0.014369005872183482
-0.9,-0.8964846231921775,-17.468226930708393,0.8861206321620296,0.053777835002002644,0.0007714102254080596,0.9929739098583023,0.04538659156851099,1.0144032576981652,0.01402032963370938,0.05375035911435046,0.000567946847702001,0.9875625864500073,0.010390326706594457,1.0141356383190416,0.01477372094924111
-0.9,-0.8943459112406481,-17.156756675625125,0.8521333048816196,0.05287158295519409,0.0007660661777446891,0.9597737466693564,0.04280806519153613,0.9989031306526347,0.013896787677270808,0.05284527959315863,0.0005560523434317647,0.9543360878718353,0.009997280839095096,0.9987102276476343,0.014504451143249886
-0.9,-0.8962109717686189,-17.37915586375283,0.854619169427419,0.051718790144297554,0.0007434645981874118,0.9503542079479687,0.042094137489954275,1.0041443144815396,0.014040224538006551,0.051695472880848053,0.0005469038157943788,0.9451226333641196,0.009815716016530182,1.0038631017493949,0.014704668818089437
-0.9,-0.8983460238634375,-17.85325495197805,0.9118599776283808,0.05411676418601103,0.0007863624663815578,1.0200579033254749,0.04696947582289391,0.9954068068402294,0.013697532714665065,0.05409486310627275,0.0005719178718567101,1.01366357134498,0.0107248445651622,0.9950112060608336,0.014461024206301805
-0.9,-0.8918614164287334,-16.631378222693513,0.8120893527892803,0.05288092459325097,0.0007539929239098153,0.9321742750799196,0.04082496290198278,1.0212194762754643,0.014203961463633554,0.05285502247729878,0.0005579674874455859,0.9272112347483642,0.009626687666008178,1.0208084576883152,0.014925331999962056
-0.9,-0.9031196871943165,-18.768498615969463,0.9660645089436202,0.052427142644022,0.0007502655599652314,1.0361937446692602,0.048419156452666735,1.0041117687189471,0.013933131758212605,0.05240437963013843,0.0005555738155436739,1.0297941349385005,0.010886325481443764,1.003705828213537,0.014690893811888782
-0.9,-0.9047441721823453,-19.140643214226618,0.9771906923957671,0.05152993828696756,0.0007394538923046861,1.0376342314195512,0.04811668099476563,0.9954387610654211,0.013844966270394181,0.051506076783206345,0.0005443444004818369,1.031344192833329,0.010928731858417069,0.9950746403649112,0.014512151644747276
-0.9,-0.8960410307811583,-17.36927141860609,0.8678759007658731,0.05244783490388811,0.0007502814951847838,0.963232426331744,0.04339099862579702,0.9967169116825723,0.013852288060039143,0.052424981728895675,0.0005549669075768155,0.9576982575489421,0.009975639305663784,0.9963969141416343,0.014567123810088392
-0.9,-0.9001589009154964,-18.169506322553136,0.910481133976351,0.05199244433703035,0.0007517405300991176,0.9964680096089215,0.04523465198152824,0.9982301375559594,0.013935768350140485,0.05197082968340697,0.0005499218707776582,0.9901676404296296,0.01038731242810397,0.9978203484864693,0.01457704283424658
-0.9,-0.8952773251785214,-17.217718756767226,0.8659576077543083,0.053524929673189274,0.0007762267029481662,0.9749001845667407,0.0442004306594364,0.9911806435382366,0.013751797641888018,0.05349733049753849,0.0005685946175931956,0.9690262937027466,0.010090943533914497,0.9908445152263359,0.014500988600192426
-0.9,-0.9009170479338509,-18.376961827306673,0.9306911290461681,0.05260069606149974,0.000758907551846572,1.0190217667382477,0.046504344848347576,1.0088358331716774,0.013954237386047813,0.05257524358800334,0.0005540703896550584,1.0129225113865037,0.010732453274377628,1.0084695471095322,0.014667199233403753
-0.9,-0.8975608348308615,-17.579255460519384,0.8913458681898924,0.053849618625686296,0.0007797338337307499,1.0002831698270547,0.04590094553790037,0.9989861624539867,0.013798683519805687,0.05382311114769595,0.0005732869170210932,0.9943860223127794,0.010396380791642937,0.9987861625044132,0.014657142489985411
-0.9,-0.9030355887094779,-18.86331519025631,0.964862041537658,0.05281659292214696,0.0007577158501642444,1.0488944208345217,0.04861024160852634,1.023716281677464,0.014231050071489075,0.05278908367139655,0.0005581344591973939,1.0425175947213714,0.011088921808070912,1.0234013907678317,0.014939742573548739
-0.9,-0.9068749951664223,-19.69489737332311,1.01923473659427,0.05073221589509299,0.000722633812980786,1.0496860393354792,0.04950946095203916,0.9826508835155909,0.013615644038219849,0.05070674528384651,0.0005337817099065215,1.042940164391579,0.011115494790607446,0.982318382572741,0.014260619758786218
-0.9,-0.8980662549705358,-17.74569745987845,0.8921132842688924,0.053278226091068505,0.0007705062879935775,0.9985257112418625,0.04520090207394515,0.999797799755368,0.013816887627412167,0.05325176239158102,0.0005636328408787307,0.992849622011119,0.01043415875163329,0.9994468774276122,0.014578088837640179
-0.9,-0.9066292611371547,-19.500675238427387,1.0159077240074441,0.05304406554638808,0.0007692976380563232,1.0872138038951777,0.05157534086633853,1.0015839317388386,0.013592971233987974,0.05302234345417665,0.0005624834235446432,1.0807295798647754,0.011564209914501529,1.0012070577875922,0.014607273260748104
-0.9,-0.8892091127288632,-16.33075228708266,0.7876370427923135,0.05299375916996906,0.0007648050267525969,0.9182325273365899,0.039613901335944744,1.012798381138889,0.01416211177419343,0.052973549656730186,0.0005603333279446585,0.9132947998855007,0.009437107855083747,1.0124665909543187,0.014832172687461887
-0.9,-0.9032685275318197,-18.913997889449355,0.9953323604178901,0.05287858635762034,0.0007657185972410042,1.0527954293235042,0.050200905223789186,0.9834987335762068,0.013482340835231634,0.05285180062011567,0.0005596244699088129,1.0460902267308632,0.011119425563926113,0.9831623127637114,0.014308823668564842
-0.9,-0.9054410891066932,-19.25289872535151,0.9930593908609635,0.05262299233232303,0.0007615923106038106,1.0655451752460237,0.04992012358113879,1.005190093188682,0.013963324750371663,0.05260502838458336,0.0005578647608140247,1.0587632613963622,0.01126824486762657,1.0049871052831283,0.014698239900356182
-0.9,-0.9040446101322073,-18.99187096318872,0.9809857718797181,0.052746078265126936,0.0007632085917179227,1.0542815922500912,0.04963231703945836,1.0013351543809643,0.01383849805663697,0.052724612881925356,0.0005597586008353727,1.0476941375435727,0.011110416172694839,1.0009918052818307,0.014645570693904484
-0.9,-0.8954735983640006,-17.174188072388922,0.8508448516298832,0.05342161039348335,0.0007692305230869696,0.970693492065886,0.04324757811065029,1.012260655303601,0.014173178701391898,0.05339272971773445,0.0005675665320098855,0.9649178632389106,0.010038395957176646,1.0118399189048073,0.01485094122043627
-0.9,-0.8964344989944721,-17.41344596226031,0.8681078101809134,0.05373718331326066,0.0007770312401485487,0.9892799780487401,0.04439257520203473,1.003339906314201,0.013855437624257587,0.05370854999204107,0.0005708401004905904,0.9835076884085887,0.010277992888839698,1.0030457391651963,0.014702756340235887
-0.9,-0.8932611346971695,-17.116285711318735,0.851104255012227,0.05370316759274899,0.0007714969532482609,0.9726993304040705,0.04345614450180426,1.00308772946481,0.013877028492946203,0.05368116146737669,0.0005681625598723465,0.9673286054902923,0.0101133714829666,1.002710987840367,0.014634894808730257
-0.9,-0.899022747411639,-17.96645667128296,0.9223019924401511,0.05329435464945206,0.0007710817027951252,1.010591332059117,0.046865440138274275,1.0036118964858087,0.01389198807495872,0.05327154667726908,0.0005631199285859767,1.0044190798597195,0.010597453590637995,1.003348760727883,0.014618542855741509
-0.9,-0.9062511190287886,-19.450408812992332,1.0166273185857357,0.05258633758997113,0.0007595995474181633,1.0751913169108835,0.05120197970028915,0.982627605582228,0.013569965921099951,0.05256226812584024,0.0005584585099316635,1.0682472616413758,0.011372278318376186,0.9822925053855578,0.014352883556393276
-0.9,-0.902832834613724,-18.761904560942547,0.9680352358090075,0.05271031175115378,0.0007543434160508685,1.041447226767765,0.04888413639742984,0.9901921785073108,0.013643435626415942,0.05268958783258225,0.000557145824144452,1.0349455887342274,0.01098561820289303,0.9898593324575413,0.014401670180116007
-0.9,-0.9046428727986406,-19.20551046883677,0.9975249480137682,0.05177559146914734,0.0007495288723519546,1.045929556075672,0.0492884370715308,0.9881443000210642,0.013672768770707014,0.05175182404066926,0.000546199884267132,1.0394123554608363,0.011053494071967217,0.9878466467435203,0.014382354943325194
