dt,A,dA,B,dB,s,ds
2.045714285714286,0.7165438474675068,0.18694806868286812,0.2033235858426532,0.05614414232834919,0.7396332910364305,0.12741380837324628
2.045714285714286,0.8554212472037469,0.16978264901840923,0.16527378880458052,0.038213815769198016,0.6162152015757605,0.1398250227510887
2.045714285714286,0.8080756729008255,0.2881175039900014,0.17725178786105567,0.08758769098122048,0.635448053833192,0.21586925603965343
2.045714285714286,0.7145607946996805,0.2381292530908461,0.16925727658176834,0.06654602998481099,0.6970629349565474,0.17099366448413073
2.045714285714286,0.5311933483665947,0.16973192469984805,0.26017115213187847,0.07534333015895711,0.8295873483593705,0.1076449163394417
2.045714285714286,0.7907672793843827,0.15436252861462807,0.17204069831209842,0.03929223514819825,0.6588261989033719,0.11466131749328318
2.045714285714286,0.5497352565803185,0.1220737893842073,0.29086136378927147,0.060806448348744255,0.821537657070855,0.07592613777288588
2.045714285714286,0.755464119655664,0.2650569114527971,0.192462406939014,0.0852416113862047,0.6637049369602249,0.18979474677432379
2.045714285714286,0.6900492603005023,0.1537758830391655,0.18537894064076957,0.04358506716980896,0.7403531448154124,0.10572633165053329
2.045714285714286,0.7439931044284602,0.2249903632053339,0.1920478717520159,0.06091258435868848,0.6947460109482486,0.16718172396771006
2.045714285714286,0.7373885983848982,0.1734206281720679,0.17188475787772728,0.04440646178267605,0.7295307991413195,0.11681601133848071
2.045714285714286,0.5778366398903482,0.13896232635418665,0.26003078281334213,0.06686624153652122,0.823291408741148,0.084846645689192
2.045714285714286,0.5488485428922465,0.16765670551269862,0.21130165050400768,0.06241162275286226,0.8164890828058574,0.10519387764826385
2.045714285714286,0.7160842492701913,0.24153931562012212,0.19812477007185286,0.06480521551987264,0.7229354490738977,0.18015587740578032
2.045714285714286,0.6230698966301939,0.2423821434312428,0.18963927549396623,0.06807886352790489,0.7594106812547733,0.1768940597341649
2.045714285714286,0.6953082546728723,0.21662142892913203,0.1856582828076011,0.06068366012304313,0.7069177983149687,0.1584125490967013
2.045714285714286,0.5494597032867049,0.10872209423678089,0.25591962934620055,0.05053871109238707,0.8365459114030398,0.06496480212307822
2.045714285714286,0.7488731780423498,0.18693666538649686,0.18109056199095136,0.0502679974457907,0.6961534267054872,0.1353652852026412
2.045714285714286,0.5608727412635495,0.17268470383989565,0.20825427368586383,0.0646634761709208,0.8154312144252076,0.10975574860844044
2.045714285714286,0.7969691095276086,0.17492259116444142,0.17802367692594118,0.04355202730862778,0.6666725225701832,0.13373583607434614
2.1271428571428572,0.879031207883304,0.18719647309022386,0.15199932363883106,0.04786613096807405,0.5896160259090487,0.14522833934680232
2.1271428571428572,0.6770096954259958,0.21106007733740975,0.1679935162476457,0.0573803969145134,0.7259128376291573,0.1513497168698381
2.1271428571428572,0.6636433323121319,0.1228010246048261,0.19245802304963938,0.04077023874866688,0.7596019715803787,0.0796063874035435
2.1271428571428572,0.7143476491316728,0.1702467012692103,0.1919101063073221,0.047357820091647726,0.7188901802042128,0.12082526180231462
2.1271428571428572,0.7001302897874438,0.2299429227149074,0.1911831100834185,0.06789567934828056,0.7120832353024152,0.16378935343479598
2.1271428571428572,0.7299728411050304,0.21331597124753987,0.18802680871142097,0.05925677465359343,0.7062586320008164,0.15850720058692577
2.1271428571428572,0.8258883580026941,0.25259308398413693,0.16264205651106733,0.06079069953953179,0.6135362048357952,0.21321152442045097
2.1271428571428572,0.6174102441727107,0.19898088300262123,0.20459668671789633,0.07083753168098371,0.7834613761513621,0.12878924476109516
2.1271428571428572,0.533322320730435,0.1888251226558782,0.25543047027498167,0.08810212842488556,0.8365966882017309,0.11963501860079816
2.1271428571428572,0.7656128589475079,0.18287560653581067,0.17405646450388895,0.0461536264146244,0.6762014303770347,0.13646744854302817
