delta_t,a_mean,a_std,b_mean,b_std,sigma_mean,sigma_std,stddiff,stdpath
0.01,1.1429028935188585,0.19187295316140585,0.9913491121043956,0.0014101408213062756,0.49693858135255703,0.004178281443220463,0.18758145102235707,0.184955118816971
0.05061224489795919,0.9630516958653224,0.06053058097516415,0.9491525409719398,0.003769947131407959,0.5132095551924819,0.0056841931953135,0.27380675448173536,0.27804778668679203
0.09122448979591836,0.9940287054530305,0.0495677177268689,0.9158299321904567,0.005055943815482447,0.49646723482107985,0.006739759616353806,0.31070604632854404,0.30817907108407233
0.13183673469387755,0.9516873042030399,0.03824959202331719,0.8683256237879419,0.006746681119954536,0.4869087909922256,0.008513274928488407,0.33357314873835325,0.33213004579161026
0.17244897959183675,1.0305135110869446,0.03746865707771179,0.8388949128590275,0.007678122917439478,0.4828874226509603,0.009773454888488678,0.3558457359436609,0.34916101341303674
0.21306122448979592,1.0091212033867107,0.03491475489868843,0.8130158664680165,0.008691745211039494,0.5192345045093404,0.010776959846936902,0.3687074752398904,0.374631144063676
0.2536734693877551,1.0042083702513442,0.03246282992662059,0.7728186350536336,0.009866475891765345,0.490729564701708,0.012958408605043815,0.38133512366565503,0.3741551168013363
0.2942857142857143,1.015856462338408,0.03260396731633373,0.7679979488170127,0.009939382531217846,0.5201230018471843,0.012781912372405078,0.3867406560025355,0.39094169452529387
0.3348979591836735,1.0511131996805534,0.032385748383363375,0.7144475334468315,0.011530054398101763,0.4805322524010112,0.017522796617219852,0.39744770938924273,0.3860446017065358
0.37551020408163266,1.0194999579797115,0.03120475215246511,0.6814352117995456,0.012564080467233915,0.4859779203563675,0.018684657827039985,0.39462049743903316,0.3940909391409885
0.41612244897959183,1.0426738175971209,0.034959941033886416,0.6510340073002014,0.015270093066812008,0.47410949848590817,0.02608987848556321,0.40288448551537676,0.3937247944480101
0.45673469387755106,0.9813674220878443,0.0336658582664031,0.623723590646155,0.015809768137986173,0.5021693592514043,0.025087306761320413,0.406287204201294,0.41110214047402033
0.49734693877551023,1.0639013619868132,0.03697781204651225,0.5910608722256833,0.01629900848983692,0.48105388919003716,0.029879664267484327,0.41436019207273944,0.4076547624518101
0.5379591836734694,1.0907710778969977,0.043816126044178616,0.5497722716800081,0.019292877583353574,0.4142156851020886,0.04649649421327747,0.42820298619720387,0.3694528402364642
0.5785714285714286,0.9814544160932203,0.03844156891217808,0.5598891202228656,0.01820656089537167,0.5129012825047867,0.03133234915517493,0.41897157955271375,0.4267184988770434
0.6191836734693877,1.0634293336046778,0.047946272249808304,0.5117055906764015,0.02111498684371279,0.4364747319434982,0.05056136670493174,0.4314963158966342,0.38743731091452166
0.659795918367347,1.1336842149236646,0.04794352420431449,0.47085274598276416,0.019494642930840213,0.3382904328161982,0.06833508609627807,0.4491541724702457,0.320611686295248
0.7004081632653062,1.0975347670886462,0.05354593402241319,0.452248797299942,0.021942059075532955,0.3796918630646211,0.06517230209374722,0.43459795094839365,0.35231019465355146
0.7410204081632653,0.9510687930972549,0.04636482516049,0.514030082441315,0.022002967288897845,0.5592973394208366,0.038067764678352115,0.43444968956531493,0.4579470956955346
0.7816326530612245,1.0898605857217174,0.06075202830511521,0.40638196412669614,0.023225591226150564,0.3862224159610722,0.07629892573815132,0.44777894294391585,0.3607201543313231
0.8222448979591837,0.9362785930612402,0.051581361670282995,0.4684347928492226,0.0238443088115783,0.5653568593225676,0.04238617984400845,0.4378988630075449,0.46609865877576123
0.8628571428571429,1.1059005936862667,0.05109671538952845,0.39990821445094304,0.01918959094156392,0.3801717297540234,0.06224125114120155,0.44407391432919346,0.35488768194601633
0.9034693877551021,0.9669667269231118,0.06581822593962794,0.43210401890653144,0.02781729494503808,0.5360693483724301,0.058934331643719064,0.4387794090834514,0.45534807571084684
0.9440816326530612,0.9760790072068669,0.0721169748023882,0.384848510283676,0.02805021755091755,0.5172249944522112,0.06850120221703042,0.44225880422863906,0.44862169857359424
0.9846938775510204,0.9955471313987737,0.09586199440545459,0.3688835775061769,0.03438464684575726,0.516245566416919,0.09577818353434277,0.43863382089648817,0.45296540114038636
1.0253061224489797,1.0826803117624044,0.0692518499462204,0.35234416517312006,0.023649937711687153,0.422114428175679,0.07923049929152166,0.44235900443650483,0.3901767394390451
1.0659183673469388,0.891797951764311,0.10028991590144475,0.38321895138976875,0.04049977728829765,0.584451484427861,0.08731558270770756,0.45184471175547253,0.4850758778405639
1.106530612244898,1.0069588951845851,0.10149200639335455,0.34096920003972836,0.03387550401205753,0.4923787010000226,0.10965470769633344,0.4382711289047684,0.4414571627858125
1.1471428571428572,0.908177129527427,0.08658201340182586,0.3568356319117444,0.033390355318179146,0.583357379677233,0.07273796096091607,0.44877307122339744,0.48672733229215237
1.1877551020408164,0.9550621208248911,0.08213354891837082,0.2953406245478618,0.026329217240259627,0.5295305048416438,0.07610956596639078,0.44523670684252553,0.46156038284209533
1.2283673469387755,0.8625001843546116,0.08990287566902651,0.34559970973568815,0.03637656185410839,0.6141792607504383,0.07106138744750021,0.45658612755373246,0.5008615683970864
1.2689795918367348,1.0142206561455467,0.08129246927599382,0.30105564983563454,0.025284448293334767,0.4768576145105952,0.08389190919505575,0.4465431964944419,0.42993777152605345
1.309591836734694,1.0326390280629858,0.0658696972363387,0.22881409685179302,0.018020962932498205,0.397296863953014,0.07844667888027773,0.44862364057417453,0.3736400285961976
1.350204081632653,0.8773777760639091,0.09074624943072152,0.2974316536320194,0.03180794781878429,0.5967735486234589,0.07551927464912989,0.45733020719683737,0.49642644070942943
1.3908163265306124,0.8376846743471527,0.08594105167138785,0.29738574189106837,0.03113675984608278,0.6345862109608247,0.06717269335468651,0.4720781949781323,0.5130237349698469
1.4314285714285715,0.8596705093898785,0.09971633694160327,0.2860617751668078,0.03469059759355313,0.6328152981691072,0.076543871531922,0.4631178467186565,0.515672886116943
1.4720408163265306,0.7109097260450981,0.10348514532043514,0.323964552650045,0.043322880595012304,0.7354344216664939,0.07242368037360108,0.5175898558435363,0.5411204223093102
